s1, s2, s3, s4, s5, s6, s7, s8, s9, s10, s11, s12
29484,30810,32936,36013,31645,27871,36523,32090,30485,32245,31821,36758
29095,30879,32722,35987,31618,27736,36827,32049,28852,32068,31074,37600
28766,30529,32216,34620,31374,26755,35591,26677,32062,32397,31264,38008
27231,29900,33828,35385,32150,26388,35437,25523,32706,32989,31409,38209
33006,30037,37435,37054,34383,26446,33748,16067,32021,32333,32875,37362
31902,30479,38237,37989,33932,26304,33495,18645,33677,31499,32832,37017
32700,30757,37394,38363,33882,26243,33276,18395,33342,31569,32960,36658
32726,30694,37200,38397,34235,25935,32625,18377,32408,31692,33150,36509
32051,30525,36541,38285,34236,25784,32132,18282,32082,31622,33296,36484
30542,30305,35785,38315,34309,25695,31845,18255,32001,31517,33687,36350
30150,30162,35698,38208,34158,25570,31557,18059,31637,31648,33499,36190
30123,30097,35716,38509,34427,25360,31260,17910,31579,31556,33654,36057
30102,30016,35671,38640,34373,25335,31279,17895,31582,31475,33754,35796
30010,29974,35733,38670,34320,25510,31324,17759,31497,31667,32976,36051
28928,29893,35809,38395,34050,25821,31287,17685,31904,31801,32654,36302
28538,29571,36035,37986,34041,25915,31247,17503,32194,32098,32466,36814
28764,29426,36230,37885,33920,25900,31281,17478,32569,32060,31971,37122
28996,29414,36365,37835,33979,26085,31405,17634,32484,32066,31848,37160
30618,29600,37753,37821,33710,26142,31623,18146,32387,32317,29857,37250
28117,29160,37861,36765,34148,26373,32629,17634,31973,32862,31642,38236
27362,29165,34441,34744,32329,27539,32731,18351,32587,32970,32425,38305
26806,29270,33821,35041,32545,27414,31990,18886,32290,31372,29971,37330
26515,29008,33993,35326,32514,26778,31838,16666,33137,31309,29251,34291
26727,28921,33983,35342,32361,27060,31279,16694,33713,31964,30519,32903
25864,28785,34260,35239,32380,27146,31232,16885,34294,33232,31377,31092
25869,28801,34801,35205,32345,27310,31487,17047,34702,33690,31492,30787
25452,28798,35637,35292,32418,27386,31659,17285,34765,33676,31260,30821
25030,28749,35604,35288,32429,27363,31833,17417,34709,33346,30324,31469
24569,28754,35453,35268,32433,27439,32109,17609,34456,33050,29805,31774
24125,28806,35194,35116,32415,27378,32136,17597,34339,32980,29768,31822
24237,29005,35200,35095,32386,27370,32127,17203,34079,32615,29684,32002
24466,29185,35390,35104,32477,27331,32396,16678,33721,32291,29545,32926
25837,29614,35193,35124,32414,27224,32611,16717,33583,32095,29475,33756
26516,29935,35185,35111,32401,27193,32773,16976,33410,31745,28879,35265
27007,30073,35066,35242,32135,27275,32644,17176,32903,31597,28893,36613
26735,30132,34485,35334,31821,27605,32659,17366,32513,31575,29397,37460
26347,30094,33971,35249,31702,27965,32447,18136,32105,31752,30275,38704
25982,30124,33015,35249,31691,28039,32544,20156,32018,32131,28305,39344
22812,29790,32046,34974,31956,27636,32779,21236,31512,31917,27340,40720
23570,29384,31695,34805,32506,27212,33316,21507,31694,31764,25708,41093
24303,29131,31048,35455,33620,26551,32057,19798,33060,32865,27170,40616
25688,29635,31761,36768,34353,26382,31486,18905,33376,33317,27539,39648
31776,30000,34004,36907,33632,26532,31428,18451,33029,32300,28214,38459
32240,30403,35538,37611,33749,26688,31325,18013,32622,32118,28767,38163
32072,30470,35657,37863,33905,26710,31281,17793,32611,31981,29077,37961
31934,30444,35628,37880,33963,26806,31195,17540,32566,31761,29453,37725
31517,30310,35321,37911,33851,26734,30968,17389,32465,31546,29580,37661
31249,30239,35190,37947,33906,26735,30931,17336,32436,31480,29667,37582
31210,30272,35180,37998,33925,26778,30885,17242,32436,31416,29724,37460
30663,30282,35088,38011,33829,26825,30815,17196,32381,31176,29883,37354
30354,30214,35074,38091,33951,26855,30746,17164,32443,31113,30185,37205
30458,30200,34995,38042,33811,26840,30685,17160,32346,30937,30535,37034
30893,30179,35075,38099,33989,26747,30501,17075,32371,30945,30668,36991
30264,30182,34874,38239,33907,26807,30521,17143,32398,30923,30934,37055
30133,30175,34845,38235,33889,26798,30532,17098,32282,30925,30995,37072
30022,30152,34735,38220,33899,26836,30611,17099,32325,30994,30912,37137
29958,30181,34628,38177,34201,26850,30543,17145,32280,31110,29905,37280
29843,30131,34627,38167,33821,26900,30332,17379,32380,31249,29579,37548
30043,29993,34672,38070,34505,26893,30147,16290,31868,31277,28980,37708
30112,30122,34670,38212,33247,26955,30604,17840,32469,31270,29056,37739
30317,30147,34767,38128,33923,26984,30386,17687,32306,31386,28967,37587
30898,30011,35111,37617,32747,26930,30725,18221,32403,31373,28458,37536
27668,28590,32966,36258,33923,27045,30813,15673,30570,31231,30159,37562
27289,28253,32811,35123,32260,26783,31407,16874,31938,31338,29373,36851
26598,27881,32855,34802,32514,27081,32730,19179,32449,31197,29821,36381
25540,27480,33158,34286,33137,27535,33466,20186,32403,31941,31207,34669
24948,27234,32995,33348,33617,27906,33073,28301,33156,33326,32932,32106
24642,27221,33123,33371,33350,27947,32845,32410,32875,34204,32966,31167
25356,27820,33342,33586,33185,27952,32647,32553,33321,34800,32175,30701
26195,28207,33382,34616,32476,27662,33299,31840,33805,34622,29021,30345
29858,29114,34935,34970,32642,27363,33954,31392,33926,34477,28279,30269
29151,28933,34749,34875,32636,27413,33755,31468,34103,34273,28639,30241
28005,28789,34223,34686,32300,27641,33325,32114,33832,34570,29920,30565
27752,28784,33762,34972,32052,27779,32816,32421,33785,34558,30659,30727
27660,28938,33621,35279,32010,27830,32492,32690,33563,34559,31206,30928
27665,29116,33634,35388,31930,27932,32343,32295,33652,34596,31287,30840
27865,29403,33614,35522,31872,28049,32383,32189,33730,34698,31230,30951
28056,29538,33605,35592,31863,28061,32611,32007,33622,34885,30708,31878
27975,29935,33639,35875,31874,27612,33379,30980,32454,34290,28383,32249
27937,30174,33473,36050,31835,27527,33769,30456,31336,33630,28212,34668
27600,30270,33292,36125,31868,27568,34242,27935,30598,31648,28995,37025
27527,30187,32927,36422,31862,27970,34661,26858,30066,31438,30251,37526
27235,30965,32431,36727,31660,28440,34794,26701,29721,31262,30701,38113
27027,31229,32263,36802,31625,28614,34918,26000,30275,31116,31625,38460
25273,31296,31789,36878,31474,28500,34830,25644,32060,31955,32408,38581
23871,30525,31328,35780,31527,27843,34744,25512,32199,32868,33130,38960
23124,30021,31312,34953,31845,27170,34867,23487,31769,34135,33126,38781
26639,30232,35204,37380,34084,27139,33054,18070,32345,33290,33742,38414
31186,30999,36756,38213,33535,27167,32860,19703,33288,32209,33149,37650
31290,31009,36450,38375,33530,27111,32175,18626,32364,32460,33662,37306
31262,30952,36278,38404,33769,26816,31873,18235,31955,32366,33818,37200
31094,30860,36224,38329,33844,26708,31667,17555,31767,32343,33928,37027
30950,30846,36115,38341,33722,26537,31336,17668,31672,32237,34176,36925
30577,30800,35978,38202,33832,26541,31848,17812,31345,32268,33250,36908
29827,30629,35696,38143,33803,26540,31825,17818,31318,32341,32489,36936
29556,30520,35485,38094,33802,26485,31721,17812,31267,32340,32251,36972
29278,30515,35504,38171,33958,26553,31629,17762,31331,32363,32168,37000
29369,30455,35544,38011,33777,26594,31565,17777,31354,32543,31989,37155
29727,30462,35505,37955,33836,26645,31263,17791,31652,32539,31740,37203
30089,30454,35620,37933,33839,26630,31258,17818,31667,32549,31560,37212
30236,30415,35533,37954,33960,26689,31243,17775,31720,32663,31633,37147
30294,30395,35558,37947,33898,26789,31593,18016,31749,32681,31483,37123
30433,30410,35575,37857,33797,26853,31624,17979,31750,32620,31517,37087
29368,30064,36011,37664,33471,26900,31694,17944,31525,32567,30562,37028
28695,28954,34643,35816,33577,26800,31487,15128,30886,32712,32617,37673
27660,28436,33618,34785,32608,27763,32461,18232,33563,30647,32325,37379
27603,28255,33354,34821,32469,27687,32470,20813,32666,32080,31570,36503
27612,28152,33266,34105,32692,27475,32231,28245,30109,32598,32565,35205
27834,28055,33076,33400,32787,27797,31870,31536,30618,33247,33311,34094
27962,28396,33065,33408,32764,27859,31871,32051,32392,34028,32994,30797
28014,28580,33361,34263,32579,27646,31992,31943,32613,34986,32345,29920
29324,28933,33333,34528,32472,27911,32513,31026,32942,34527,32203,29204
29800,29438,33919,34990,32751,27925,32522,28106,33303,34528,31125,29795
28963,29333,33660,35217,33021,27677,31494,23972,34351,34335,33715,30073
29212,29040,33862,34947,32746,27530,31081,23744,34535,34387,33941,30092
29343,29091,33884,34889,32675,27578,30880,23727,34620,34585,34224,30244
29367,29186,33806,34761,32529,27673,30922,24476,34620,34594,34403,30283
29396,29340,33558,34625,32259,28063,30983,24537,34694,34627,34449,30397
29256,29493,33545,34669,32222,27905,31343,25427,34765,34786,33825,30815
28980,29782,33863,35009,31966,27590,32040,25142,34019,34619,31773,31113
28227,30125,34000,35244,31969,27359,32581,24991,33100,34097,30754,32835
28140,30335,33938,35354,31961,27344,33440,25837,31267,33476,30725,35314
28170,30524,33624,35583,31924,27608,33532,25164,30590,33364,31331,36253
28357,30397,33197,35797,31695,27857,33540,24864,30721,33147,32139,37485
28413,30698,32635,35754,31678,28166,33596,23688,30831,33892,31996,38342
26645,31205,31617,35148,32120,28133,33745,22299,31141,34995,31778,38705
24352,29950,32446,35980,33907,27498,33668,19757,30386,35448,32412,38767
30237,30386,36493,37451,34467,27457,32769,17493,31074,33985,32076,37358
31511,30926,36512,38141,34038,27324,32677,18068,31264,33586,32093,37156
32021,30824,36220,38216,33975,27287,32795,18071,31008,33388,31740,36975
31840,30771,36142,38299,34256,27119,32636,18060,30891,33190,31944,36754
31521,30646,35763,38178,34109,26936,32339,17859,30747,33140,31950,36746
30710,30492,35370,38126,34210,26913,32204,17810,30722,32959,32261,36614
30462,30410,35256,38095,34205,26924,32010,17705,30595,32897,32264,36732
29751,30204,35060,37885,33841,26861,31766,17837,30546,32940,32198,36794
30128,30178,35162,37780,34067,26905,31519,17542,30821,33236,32115,37000
30366,30203,35264,37723,33976,27012,31429,17840,31210,33500,31616,37114
30801,30378,35376,37854,34101,27064,31442,18098,31217,33505,31442,37146
30773,30369,35372,37877,34136,27103,31500,18099,31056,33618,31426,37104
30562,30295,35397,37801,34035,27138,31529,18039,31077,33544,31402,37059
29502,29984,35319,37468,33626,27222,31506,17998,31130,33516,31248,37081
28442,28931,34367,36616,34306,27102,31666,17560,31110,33680,32141,37619
27683,29075,33768,35525,32891,27372,32656,18517,30875,33919,32552,38272
26870,29095,32558,34583,32464,28147,32612,18266,31434,33699,32701,38350
26151,29295,32212,34841,32540,28207,32146,18531,31388,32923,30788,38195
26120,29439,32450,35198,32747,27280,31201,17902,31290,31912,29021,37401
26225,29518,33134,35133,32554,26754,30924,16815,31548,31892,29365,36400
26662,29528,33419,35114,32446,26780,30699,16718,33207,32206,31770,32759
26540,29531,33819,35146,32392,26898,30770,16872,33427,32572,31691,32505
27059,29412,33868,35058,32326,26837,30512,16629,33271,32300,31902,32527
26287,29360,33838,34934,32248,26718,30339,15992,33005,32447,31649,32010
26200,29397,33801,34838,32185,26691,30378,15899,33140,32510,31640,32011
26830,29382,33753,34877,32234,26790,30408,15981,33167,32480,31605,32079
27709,29395,33671,34896,32261,26870,30449,16032,33167,32360,31574,32270
27980,29437,33551,34928,32307,26966,30492,16114,33203,32178,31590,32357
28121,29544,33477,34879,32283,26972,30522,16083,33116,32077,31605,32635
28340,29676,33585,34901,32256,26954,30691,16146,33006,32117,31814,33037
28427,30003,33835,34816,32161,26976,30954,16242,32994,32267,31816,33144
28131,30197,33960,34823,32112,27142,31061,16405,32957,32058,31655,33968
27788,30260,33960,34838,32118,27329,31063,16317,32717,31565,31750,35523
27444,30467,33911,34846,32054,27787,31037,15932,31575,31699,31550,36478
27343,30302,33657,34675,32139,28086,31060,15470,30872,32227,32205,37627
27128,30043,33196,34422,32317,28836,30540,14450,30150,34125,32585,38627
24882,29507,32193,34645,33076,28734,30710,14508,31275,35580,32276,39118
23523,29321,32465,36198,34515,28677,31215,14177,31403,35844,31691,39119
25760,29919,33868,37015,34666,28300,31466,15894,32061,33852,30397,37800
30911,30805,34128,38015,34641,28082,31489,16742,31659,33195,31058,37627
30922,30918,34636,38249,34259,28027,31731,16673,31558,32936,31210,37430
30368,30847,34719,38260,34622,28053,31503,16957,31795,33164,31595,37401
30278,30910,34905,38421,34708,28040,31573,16839,31701,32942,31566,37400
30218,30819,34836,38335,34135,28019,31693,17174,31920,32756,31435,37438
30413,30884,34881,38315,34656,27893,31310,16975,31626,33101,30838,37497
30201,30745,34653,38005,34284,27774,31033,16994,31611,33090,31010,37564
30146,30675,34716,37897,34295,27748,30956,16901,31628,33110,31361,37531
30257,30640,34709,37795,34190,27743,30987,17128,31623,33180,31284,37541
30138,30509,34648,37689,34131,27757,30942,17336,31727,33098,31211,37544
30335,30337,34668,37677,34161,27752,30919,17364,31750,33087,31102,37450
30411,30265,34705,37591,33834,27705,30869,17216,31794,32784,30687,37399
30393,30274,34954,37704,33613,27771,31393,17619,31804,32681,30361,37367
29824,29640,35033,37348,33356,27786,31793,17691,31956,33145,30783,38164
28300,28371,34260,35063,32228,27889,32905,17110,31822,32180,31554,37935
27409,27873,33607,35037,32502,28328,33012,18263,31716,32440,31727,37792
26995,27612,33646,34113,32635,28195,33038,18413,31817,31783,31442,37748
26820,27715,33645,34961,32441,27919,32700,18641,32045,31382,31826,37003
26148,28362,33627,35919,32451,27473,31939,19484,32654,31240,32051,36233
26828,28674,33600,35695,32336,27100,31293,24756,32072,32816,32135,32732
26782,28721,33482,35998,32287,26820,31157,29990,33768,33759,32822,30530
29408,28894,33419,35055,32135,27020,31543,31144,33438,33884,32985,30294
29782,29256,33541,35002,32337,27255,31608,30198,33269,33705,32840,30260
29811,29098,33506,35369,32772,28041,30961,25809,34169,33959,33124,30620
29084,29075,33692,35340,32606,28238,30543,24433,34237,33892,33405,30744
28819,29050,33655,35247,32571,28188,30174,23915,34526,33649,33390,30651
28812,29116,33649,35213,32455,28143,30282,23878,34787,33658,33504,30648
28959,29253,33471,35188,32325,28074,30437,24178,34546,33858,33322,30838
29735,29416,33402,35154,32173,27970,30960,26910,34053,34396,32544,31157
29731,29788,33244,35335,31951,27609,31397,29355,33474,35062,32122,31459
29772,30092,33103,35610,31831,27288,31766,30540,33217,35309,31349,31961
29879,30255,33120,35707,31812,27250,32286,31001,32675,35435,30480,31919
30013,30559,33112,35889,31748,27216,32418,31149,31982,34931,30169,31932
30120,30504,32898,36002,31714,27332,32812,31184,31572,34852,29797,32524
30095,30459,32774,36024,31723,27724,33422,31075,30992,33591,30180,34112
29915,30185,32384,36010,31861,28040,33575,30004,30926,31347,31036,35247
28993,30245,31710,35296,31444,28119,33459,26346,31733,31820,30735,37712
27729,30062,31691,34737,31747,28414,33709,22378,32338,33315,29689,38850
26160,29465,33187,36484,33850,28032,32953,17058,32398,33571,30260,38348
32221,30807,35835,37873,33857,27677,32646,18569,32763,32627,31135,37411
32503,30881,35093,37716,33445,27443,32371,19122,32721,32042,31596,37105
32259,30831,34836,37922,34189,27356,32212,18507,31840,32140,31727,37032
32592,30586,35199,37644,34090,27073,32050,18623,31730,32328,31748,37058
32404,30657,35083,37701,34139,26530,31782,17984,31475,32198,32362,36995
31985,30527,35673,38097,34366,26832,31799,18132,31767,32196,32572,36868
31498,30452,35649,38093,34303,26895,31842,18220,31633,32127,32694,36931
31910,30565,35843,38320,34660,26844,31564,17793,31680,32051,32175,37002
31580,30369,35568,37990,33795,26941,31813,18466,31913,32069,31914,36935
31404,30370,35593,38062,34309,26892,31356,17910,31907,32018,31483,37114
31245,30323,35505,37893,34042,26926,31202,17909,31903,32104,31795,37074
31309,30216,35477,37610,33990,26899,30894,17838,31941,32029,31996,37062
31075,30003,35375,37474,33890,26876,30786,17850,32108,31930,31785,37018
30734,29895,35261,37308,33957,26917,30775,18043,31842,32006,31729,36862
29230,29636,35020,37102,33549,26998,30821,17967,31801,32049,31587,36854
28106,29205,34667,37013,33489,27075,30704,17984,31898,31920,31550,37016
29186,28767,34205,36128,33106,27104,31408,18258,32546,32080,30925,37981
28519,28807,33512,35027,32716,27587,32135,18403,32287,32471,31206,37976
28089,28736,33165,34474,32425,27755,32616,17920,32129,32795,31672,37967
27932,28585,33033,34503,32526,27954,32711,18666,32978,31636,31713,37271
27922,28391,33059,35763,32382,27554,31501,19822,32847,31337,31677,36457
27490,28772,32991,35925,32054,27385,31140,27516,30150,32160,30880,33757
27460,28786,33186,35785,32005,27006,30303,27768,32625,33371,33069,31369
27234,28846,33392,35291,31950,27183,30401,28250,33897,33128,33436,30918
27301,28779,33356,34993,31810,27442,30317,27934,34007,33323,33445,30252
27858,29122,33457,35072,32202,27855,30480,28477,33504,33350,33421,30273
29059,29094,33420,35120,32315,27730,30481,28395,33182,33322,33313,30178
30010,29105,33366,35000,32298,27750,30576,28625,33095,33340,33184,30144
30048,28963,33267,34822,32232,27856,30635,28719,33216,33357,33201,30194
29910,29010,33365,34839,32173,28119,30672,28763,33390,33421,33249,30432
29214,29060,33289,34877,32186,28147,30549,28236,33875,33575,33374,30786
28959,29283,33416,34955,32125,28045,30379,26556,34465,33301,33176,31068
28462,29485,33883,35013,32074,28008,30420,25220,34815,32859,32973,31805
28091,29547,34046,35096,32078,28126,30727,24328,35121,32440,32223,32330
27608,29695,34259,35178,31913,28178,31201,24372,34552,31980,31532,32847
27210,29949,34243,35315,31818,28251,31315,24200,33912,31732,29217,34561
27038,30143,34256,35412,31771,28340,31455,23626,32840,31497,28715,36415
26873,30449,34027,35323,31669,28365,31424,21768,32645,32250,28708,37430
26892,30755,33126,35147,31694,28359,31303,21580,31776,32916,29040,38956
26116,30798,32440,35070,31750,27940,31167,22430,31201,33569,31304,39765
24845,29930,31372,34446,32067,27180,32117,20115,31423,33881,33074,39860
25948,30187,33647,36910,32995,27075,31887,19238,32383,33484,32397,39060
30679,31064,35741,38151,33599,27410,31529,19418,33099,32237,31996,38002
31401,30910,35250,38384,33523,27166,31373,19513,32903,31925,32516,37752
31475,30925,35525,38597,33746,27109,31346,19672,32711,31710,32887,37668
31385,30874,35570,38505,33806,26988,31184,19437,32574,31734,32860,37583
31362,30786,35514,38522,33883,26925,30955,19350,32574,31629,33007,37556
31298,30753,35452,38442,33790,26874,30993,19333,32430,31691,32784,37566
31407,30724,35418,38379,33863,26751,30857,19131,32123,31818,32414,37554
31303,30614,35309,38157,33791,26684,30486,18861,32212,31822,32678,37482
31168,30544,35315,38177,33845,26672,30479,18727,32349,31750,32648,37436
31064,30465,35333,37940,33555,26643,30510,18840,32353,31748,32652,37375
30838,30071,35115,37652,33483,26727,30421,18103,32438,31748,32462,37363
29480,29475,34095,37158,33727,26695,30659,18433,32275,32080,31903,37498
28945,29159,33591,36622,33406,26922,30954,18983,32919,32654,30700,38396
28481,29105,33208,36112,33059,27153,31313,17638,32621,33006,30893,38535
28206,29164,32990,35814,33114,27280,31306,18398,32663,33168,31373,38727
28185,29169,32527,35573,32927,27392,31221,18340,32613,33155,30461,38851
27716,29149,31842,35280,32869,27524,30852,18245,32716,33086,29517,38779
26971,29201,31778,35066,32520,27336,30600,17145,32359,32524,29261,38245
26413,29078,32274,34840,32282,27342,30622,17010,32344,31500,28141,37079
25767,29131,32726,35017,32226,27411,31194,17114,32974,31270,27917,36516
26115,29047,32967,35092,32087,27389,31321,18595,34070,31594,28876,34255
26533,28702,33188,35200,31719,27168,30879,20948,34701,32701,31725,32890
26765,28449,33014,34790,31735,26966,30667,24979,35513,33047,31975,30904
28087,28460,33035,34705,31792,27282,30865,27683,34651,33275,32373,30310
29673,28729,32965,34705,31896,27430,31276,28702,34110,33138,31826,30238
29836,28614,32836,34926,31687,27341,31589,29407,33772,33267,30959,30133
29840,28655,32879,35156,31464,27351,31882,30603,33354,33639,30666,30264
29820,28861,32780,35473,31240,27291,31865,31423,33087,33604,30735,30310
29745,29109,32640,35708,31273,27307,31847,31678,33054,33572,30778,30505
29748,29242,32559,35837,31308,27303,31934,31946,32763,33974,30728,31006
29736,29457,32472,36053,31487,27163,32063,32018,32116,34799,30529,31210
29761,29753,32545,36255,31501,27110,32191,32006,31960,34906,30278,31613
29826,29884,32566,36334,31503,27027,32503,31841,31608,34856,29909,32316
29862,30134,32469,36445,31596,27189,32857,31653,31195,33555,29410,32840
29903,30101,32304,36556,31628,27311,33070,31517,30782,33309,30380,34557
29844,30208,32249,36599,31593,27743,33521,31153,30047,33257,31596,36083
29100,30588,32075,36658,31800,28042,34104,30781,30616,32001,31303,36561
28247,30673,31712,36507,31750,28180,34265,30500,30141,31931,31615,37526
27716,30591,31507,35956,31120,28192,34317,26638,31469,32951,31795,38605
24514,30348,31144,34638,31169,27358,34411,23237,31733,33642,31640,39132
25375,29650,34131,36454,31788,27300,34146,20889,31060,35052,31622,38847
30433,30485,37057,37419,33645,27275,33423,18751,31497,34181,31158,38025
32333,31283,37120,38454,33810,27258,32682,19348,31602,33872,31559,37653
32708,31152,37178,38620,33363,27236,32385,18734,31339,33691,32264,37382
32703,31127,37240,38752,33727,27010,32121,18389,31094,33555,32557,37217
32627,31105,37144,38743,33822,26833,31837,18318,30962,33545,32710,37150
32551,31096,36972,38724,33913,26836,31756,18079,30993,33502,32932,37119
32468,31089,36948,38727,33934,26817,31701,17907,30820,33595,32471,37191
32095,30921,36747,38552,33887,26802,31414,17829,30858,33660,32591,37296
32183,30931,36686,38569,33963,26781,31288,17716,30928,33605,32523,37300
32045,30849,36529,38218,33809,26772,31725,17910,30885,33688,32926,37133
31768,30608,36214,38051,33960,26715,31683,18001,31087,33590,33223,36969
32086,30638,36185,38024,33955,26677,31671,18211,30954,33491,32918,36805
32049,30581,36115,37939,33590,26644,31812,18135,30809,33499,32471,36793
31634,30133,35642,37600,33356,26718,31560,18098,30821,33446,32668,36769
28990,29350,33890,36491,33961,26683,31430,16555,31426,33411,32259,37537
28814,30501,33095,35328,32131,27000,31855,17525,30629,32960,31881,37080
28072,30923,33243,33884,32085,27255,32215,18906,31125,33263,32243,37366
27739,30654,33214,34100,32456,27359,32407,18532,31075,33294,31476,38112
27690,30607,33150,34097,32346,27291,32623,18655,31600,32819,30556,38066
27267,30130,32957,34281,32082,27240,32612,18108,32015,32177,30927,37542
27736,29721,32920,34361,31865,27203,31156,22135,31811,31739,32046,34269
28188,29306,32769,34540,31805,26984,30044,28246,31470,33189,33180,32610
29821,29048,32955,34463,32019,26424,29753,28774,32825,32986,33132,30703
30649,29071,33061,34731,31996,26251,30471,29456,32944,32989,32088,30075
31125,29410,33807,35268,32390,26439,31353,30300,32275,33366,28871,29835
31421,29490,34052,35370,32466,26493,31561,30500,32150,33447,28745,29757
31200,29445,34027,35323,32456,26546,31523,30781,32075,33576,29348,29868
30989,29394,33979,35266,32516,26588,31644,31214,31995,33787,29568,29943
30861,29351,33967,35047,32408,26526,31616,31345,31645,33818,29781,29925
30860,29360,34012,34962,32300,26316,31594,31828,31275,33811,30086,29944
30893,29354,34152,34813,32105,26249,31517,32261,31071,33737,30507,30027
30318,29288,33698,34495,31866,26304,31412,32396,31028,33720,31350,30228
30137,29303,33432,34545,31790,26424,31019,32762,31034,33758,32515,30365
29940,29418,33036,34647,31741,26538,30994,32812,31033,33859,32826,30405
29836,29746,32810,34803,31711,26619,31035,32754,31089,33879,32684,30367
29822,30001,32792,34982,31733,26893,31357,32952,31193,33895,32406,30564
29753,30443,32767,35264,31757,27223,31824,33018,31104,33766,32103,30688
29621,30759,32689,35469,31731,27416,32142,32875,30874,33634,31004,31229
29634,30905,32620,35534,31761,27765,32952,32138,29748,33115,30754,34166
28887,31225,32567,35591,31694,27944,33984,30115,30870,32223,30844,35896
26910,31303,31890,35179,31645,27800,34301,28124,31332,31532,30272,37908
25252,31017,31586,34525,31498,26882,34525,23640,32057,32840,29366,38832
25053,30510,33124,36675,33834,26517,33085,17055,31424,33879,31048,38154
29419,30551,34889,37817,34064,26406,32797,19254,31870,32165,31623,37125
29413,30587,34879,38429,33754,26219,32676,19640,32551,31776,32188,36874
30058,30535,35195,38417,34094,26123,32473,19258,32350,31679,32344,36799
30178,30490,35203,38330,34171,26035,32312,19134,31552,31954,32477,36637
30092,30499,35160,38222,34067,25939,32004,19163,31287,31994,32562,36731
30062,30469,35405,38107,33985,25965,31703,19240,31091,32134,32813,36765
29954,30335,35377,37963,33896,25995,31715,19147,31062,32474,33052,36954
30147,30367,35599,37882,33982,26043,31663,19169,31158,32609,33339,36923
30307,30427,35615,37907,33953,26077,31734,19201,31125,32660,33389,36898
30416,30443,35606,37920,33964,26064,31751,19292,31030,32676,33329,36840
30553,30435,35444,37928,33952,26050,31816,19144,31068,32640,33244,36919
30669,30382,35411,37929,34013,26123,31916,19093,31160,32561,33167,36844
30769,30230,35415,37836,33793,26151,32038,19201,31062,32625,32454,36816
30488,29974,35251,37455,33410,26211,31918,19154,31006,32481,32474,36762
28721,29145,33975,36046,33125,26366,32050,18525,31473,32730,32487,37798
27908,29197,33450,35347,32289,26855,33080,18972,30667,33384,31328,37758
27831,29475,32681,34357,32124,28155,33015,18321,31900,32142,32303,37613
27037,29355,32470,34839,32277,28036,32590,18198,32105,32034,31639,36844
27055,29299,32428,34919,32087,27956,31810,18876,32774,31918,30952,35324
26934,29295,32545,35276,32044,27976,31375,22628,32711,32965,31054,34081
27199,29385,32610,35242,31978,27936,31172,25310,33302,33425,32420,31282
27264,29365,32907,35043,32022,28134,31001,27553,34493,33541,32483,30247
27531,29358,33200,34875,31939,28438,31129,28174,34336,33681,32406,30122
27372,29406,33245,35017,32053,28476,31278,28317,34412,33823,32369,30230
27303,29494,33246,35042,32029,28477,31318,27460,34740,33807,32555,30365
27301,29574,33243,35009,32017,28418,30896,25630,35157,33845,32660,30434
28031,29622,33352,35038,32038,28422,30807,24349,35401,33641,32956,30660
28402,29607,33384,35040,32063,28435,30691,23498,35535,33315,33062,30847
28608,29630,33460,35024,31972,28380,30651,23669,35464,33107,33095,30895
28793,29935,33661,35000,31954,28399,30740,23647,35384,33071,33136,31115
28744,30146,33799,35041,31776,28432,31189,24345,35170,33008,32261,31464
27635,30597,34034,35263,31692,28407,31918,24365,34037,32677,31192,32220
26520,31126,33968,35365,31668,28391,31946,24161,33149,31832,29067,36332
26066,31294,33686,35434,31600,28634,31868,22358,32100,33172,29200,38728
24188,31509,32777,35230,31587,28949,31694,22075,30455,33904,28866,39241
23116,31364,31720,35012,31606,28804,31773,22729,30392,34513,29520,39622
22931,30876,31534,35145,31690,28299,32214,20526,30221,35135,30838,39698
23016,29707,31645,35471,32741,27628,32403,18701,30184,35050,31202,39702
29577,30481,36832,36839,33883,27622,31920,17371,31273,34710,30422,38973
30860,30902,37432,38437,33873,27488,31481,17850,31807,34039,31676,38120
31020,31193,37086,38805,33818,27550,31665,18080,32219,33051,32295,37965
31632,31214,37081,38809,33973,27540,31661,17884,31810,33220,32404,37840
32359,31191,36971,38773,33952,27322,31322,17684,31536,33036,32597,37710
32569,31153,36770,38726,33841,27240,31157,17739,31503,32985,32716,37641
32384,31145,36691,38758,33888,27196,31253,17722,31413,33024,32635,37619
31940,30958,36412,38611,33747,27188,31229,17930,31325,33090,32634,37669
31458,30724,36165,38442,34015,27022,30655,18253,31586,33036,32936,37658
31666,30749,36123,38353,33986,26999,30548,18146,31644,33388,32985,37605
31684,30773,36103,38305,33972,26978,30572,18180,31461,33520,32878,37592
31592,30761,36052,38297,33945,26994,30875,18202,31471,33536,32807,37565
31507,30705,36025,38276,33889,27007,31149,18408,31536,33453,32682,37514
31475,30605,35915,38135,33717,26951,31616,18624,31438,33415,31729,37416
31438,30382,35896,38081,33526,26954,31541,18329,31392,33258,31342,37363
30662,30214,35883,37909,33113,26962,31680,18052,31439,33171,31076,37504
29017,29276,34447,36235,32849,27115,32225,18475,31478,32627,31988,37744
28683,28817,33631,34756,32190,27461,32474,18423,31810,32210,31955,37907
