s1, s2, s3, s4, s5, s6, s7, s8, s9, s10, s11, s12
26735,29065,32956,35120,32228,28415,32346,20710,30181,32316,31882,36462
24837,29092,32420,34381,32246,29070,32686,20850,29789,32863,32543,36680
24371,29062,32235,34355,32194,29144,32545,21122,29731,32676,30464,36761
24859,29048,32130,34560,32167,28847,31298,20892,30458,31624,28502,36530
25250,28831,32840,34761,32338,28531,31031,19150,31319,31713,29016,34465
26718,28805,33294,34746,32198,28370,30750,18935,33444,32507,31818,31470
26882,28875,33218,34708,32066,28336,30839,20794,34430,33041,32000,30804
26188,28866,33519,34867,32202,28399,30942,20867,34781,33055,32116,30350
25995,28840,33577,34871,32133,28490,30807,21401,34933,33016,32127,30386
25905,28850,33700,34921,32122,28558,30862,21827,34935,33000,32175,30521
26106,28942,33646,34930,32156,28553,30859,21733,34897,32971,32158,30577
26096,28992,33613,34911,32195,28417,31167,23016,34735,33178,32160,30433
26005,29117,33490,34814,32090,28308,31460,25275,33719,33239,32096,30446
26562,29231,33368,34846,32120,28287,31633,26378,33359,33274,31907,30662
27392,29312,33336,34991,32091,28297,31954,28995,32015,33535,31571,31194
26829,29490,33380,35196,32027,28280,32361,29993,30814,33414,30975,31667
26763,29727,33568,35262,31910,28161,32605,30567,30544,33182,29086,32506
26813,29842,33666,35274,31855,28377,33187,29681,30230,32621,28365,33638
26951,30186,33867,34870,31830,28689,33354,26347,29992,32136,28484,34545
27005,30713,33842,34560,31777,28750,33352,25934,30079,31630,27499,36189
27015,30990,33648,34421,31707,28708,33305,25415,30183,31980,27237,37050
26802,31115,33286,34290,31707,28862,33168,24051,29246,32163,28093,37322
24776,31160,33006,34120,31538,28975,33060,23680,28785,33329,29457,37883
24478,31016,32756,34010,31281,29467,32820,22652,28548,34880,30594,38279
23460,30809,32050,33880,31486,28815,33201,23322,28846,35043,30553,38591
22932,29544,32158,33775,31783,28671,33684,23793,28621,35020,31317,38544
23139,29114,33293,35198,33141,28562,33266,21737,30810,32332,30797,36898
25397,29869,33637,36839,33505,28557,32347,20672,31235,31400,31112,36214
26555,30077,33925,37297,33593,28431,32203,20208,31376,30990,31889,35624
26881,30061,33963,37612,33699,28047,31927,20139,31484,30668,32400,35311
27150,29953,33842,37710,33899,27736,31698,19673,31388,30621,32435,35200
27391,29975,33727,37768,33856,27689,31626,19555,31183,30417,32628,35073
27310,29949,33715,37695,33696,27873,31511,19544,31155,30466,32016,35335
27301,30000,34045,37577,33874,28002,31667,19440,31243,30564,31485,35490
27647,30118,34149,37459,33853,28066,31605,19799,31251,30829,31148,35755
27857,30215,34319,37458,34000,28092,31360,20526,31028,30892,30987,35793
27837,30220,34230,37488,33849,28194,31330,20541,30963,30909,31043,35747
27578,30082,34224,37440,33729,28189,31229,20504,31063,30750,31043,35739
27582,30025,34142,37383,33753,28067,30897,20267,31178,30600,30649,35724
27692,29603,33992,36983,33157,28025,31177,20115,31204,30607,30132,35673
27262,29282,33214,36543,33703,28065,31406,19707,31152,31181,30372,36538
26164,28893,32587,34995,32454,28512,32541,20615,30466,32046,31529,37175
25360,28681,32664,34326,32019,28490,32869,19376,30292,31411,30877,36700
25050,28320,32851,35203,32075,28660,31849,20304,31082,30606,31783,33995
25615,28505,33031,35453,31967,28544,30788,25048,29947,32250,32586,32564
26363,28598,33270,35003,31919,28422,30549,25927,31082,32510,32988,30404
26848,28540,33278,34999,31943,28441,30548,27049,31813,33136,33090,29707
26763,28544,33868,34778,32028,29050,30861,28042,32030,33381,33201,29556
26444,28578,34089,34797,32097,29197,30780,27216,32087,33300,33228,29555
26580,28648,34081,34793,32076,29492,30927,27696,31853,33280,33173,29633
27284,28729,33980,34730,32050,29552,30948,28042,31863,33257,33180,29710
27458,28768,34024,34812,32079,29666,30841,26952,32012,33264,33268,29906
27571,28819,34067,34934,32142,29922,30504,24329,32897,33144,33405,30082
27854,28887,34225,34993,32131,29940,30217,23385,34162,32877,33479,30144
27960,28923,34352,34950,32058,29909,30204,23666,34256,32832,33581,30295
28199,28995,34375,34903,32035,29890,30311,23697,34495,32687,33601,30663
28315,29290,34361,34697,31938,29726,30714,23960,34620,32702,33497,30847
27662,29546,34714,34632,31849,29649,31143,23648,34585,32376,32151,31439
27307,29674,34972,34604,31897,29505,31881,23726,33008,31510,30027,34268
26965,30063,34680,34604,31757,29617,31794,21715,31859,31561,29561,35598
26444,30590,34256,34465,31746,29659,31693,20760,30560,32336,28370,37341
25896,30678,33985,34401,31654,29579,31410,20568,29984,33583,29230,38217
23898,30394,33330,34179,31764,29481,31234,19446,30238,34119,30453,38390
22879,29992,32432,34076,31887,29133,31640,19712,30366,34755,31783,38722
22745,29650,32319,34143,32350,28598,32504,19797,29884,34607,33226,38647
22960,29079,33347,35572,33480,28754,32650,19818,30235,33909,32315,38295
28850,30213,34495,36448,33938,28956,32332,19854,31835,31931,31201,36863
29059,30246,34575,37337,33508,28682,32163,19269,32038,31441,31971,36334
29211,30142,34539,37450,33696,28413,31950,19318,32095,31300,32203,36188
28943,29973,34332,37430,33744,28292,31801,19103,31697,31101,32466,35985
28843,29944,34225,37440,33746,28052,31498,19088,31550,30967,32365,35888
28792,29937,34164,37330,33643,28103,31600,19057,31411,30944,32028,35926
28958,30065,34237,37358,33678,28151,31600,19201,31001,31158,31519,36111
29143,30039,34413,37159,33630,28155,31120,19314,31206,31223,31573,36197
29328,30006,34549,37174,33723,28121,31086,19340,31394,31171,31495,36151
29180,29915,34572,37163,33527,28134,31240,19496,31300,31128,31312,36078
29107,29855,34467,37105,33462,28125,31054,19731,31480,30941,31221,36097
28975,29661,34174,36829,32973,28139,31132,19790,31335,31005,31108,36044
28444,29370,33835,36310,33544,28052,31383,18766,31220,31257,30514,36328
27503,28904,32641,35256,32546,28635,32150,19584,30939,32362,31790,37330
25218,28871,32246,34507,32203,29312,32253,19656,30871,32763,31231,37506
25565,28658,32294,34489,32199,28986,32017,18419,30934,31900,28884,36640
25942,28771,32715,34635,32126,28238,31377,17566,31770,31008,27943,35756
26742,28789,33172,34585,32236,28411,31108,16741,32816,30845,28205,34100
27772,28672,33403,34693,32249,28168,30539,16602,34396,31361,31217,32072
27910,28595,33503,34750,32195,28179,30270,16096,34581,32089,31652,31365
27281,28578,33649,34745,32168,28286,30339,16377,34636,32330,31731,31050
27052,28637,33861,34811,32125,28217,30493,16320,34752,32535,31825,30870
27428,28585,34025,34847,32108,28090,30546,16314,34859,32663,31824,30842
27292,28648,34250,35028,32164,28138,30682,16388,34896,32814,31877,30745
27030,28625,34410,35034,32125,28180,30845,16630,34897,32616,31838,30983
27021,28760,34770,35170,32174,28343,31143,16817,34937,32627,31829,31071
27044,28894,34807,35140,32157,28294,31178,16855,34870,32428,31785,31373
27110,28980,34809,35103,32150,28358,31392,16761,34726,32117,31671,31805
26895,29065,35039,35052,32136,28418,31596,17044,34337,31935,31573,32180
26673,29226,35179,34919,32146,28512,31684,17163,33885,31528,31350,33531
26470,29414,35173,34844,32046,28769,31766,17250,32452,31383,30556,35753
26106,29987,35047,34733,31968,29138,31769,17172,30711,31587,30012,36610
24713,30681,34599,34614,31909,29251,31596,17148,30284,32733,29278,38190
23859,30765,34195,34518,31837,29207,30974,16334,30840,34075,29660,39004
23389,30817,33643,34390,32061,28960,31127,15876,31802,34747,30503,39273
23191,30047,32946,34366,32292,28950,31513,15788,32029,35786,32556,39385
23190,29536,33017,34929,33336,28889,32232,15533,31757,35648,33262,39245
23086,29769,34268,36560,34118,28896,31992,17327,31935,34684,31894,38762
29176,30472,34953,37120,33361,28914,32195,17252,32182,32278,29150,37172
29486,30487,34975,37693,33493,28830,31980,17369,32119,31877,30660,36670
29432,30168,34768,37759,33925,29112,31594,17430,32242,31550,31723,36485
28874,29991,34316,37723,33873,28923,31558,16965,31618,31243,31552,36203
28796,29875,34185,37752,33729,28783,31483,17316,31500,31162,30818,36250
28647,29911,34270,37704,33648,28698,31480,17246,31332,31300,30262,36416
28874,29969,34428,37547,33537,28634,31203,17576,31535,31427,30718,36622
29031,29978,34516,37337,33652,28535,30955,17905,31570,31400,30563,36618
29182,30079,34667,37410,33711,28519,31068,18089,31534,31380,30443,36553
28808,30011,34617,37400,33416,28512,31159,18418,31511,31280,30292,36480
28766,29976,34562,37394,33419,28513,31016,18231,31430,31229,29873,36358
28474,29522,34243,36874,32715,28483,30945,18223,31440,31161,29748,36354
26880,29035,32662,35838,33617,28469,31261,17688,30199,31588,31736,36984
26542,29651,32628,34161,31837,29146,31007,17656,31295,31205,32905,36589
26455,29465,32891,34489,31876,28574,30909,18390,31583,30930,32163,34591
26530,29197,32935,34429,31981,28568,30739,18820,32147,31267,31819,32741
26555,28761,33023,34785,31879,28494,30766,26084,30938,32123,32546,31944
27129,28506,33359,34593,31854,28243,30681,28173,30992,32517,32833,30750
27332,28446,33496,34438,31894,28167,30793,29608,32039,32863,32870,30192
27865,28530,33382,34321,32022,28087,31310,30222,31780,32764,31533,29869
28133,29024,33654,35094,32538,28586,31698,29630,31748,32896,30405,29133
28034,29027,33543,35163,32600,29315,31455,29149,32585,32892,31508,29214
27880,28913,33605,35110,32436,29809,31058,27595,33367,32920,32105,29353
28264,28818,33691,35007,32331,29963,30966,27780,33482,32965,32861,29421
28382,28842,33688,34970,32263,29850,30575,26828,33991,32990,33210,29823
28645,28848,33749,34931,32121,29814,30292,24493,34756,33181,33363,30098
28708,28898,33931,34928,32170,29764,30240,24298,34807,33219,33522,30327
28778,28962,33945,34890,32110,29806,30526,26164,34018,33404,33364,30527
28805,29205,34252,34750,31897,29616,30936,28089,33864,33252,33283,30755
28464,29447,34844,34786,31900,29438,31216,28245,33751,33921,32588,31318
28085,29526,35105,34836,31875,29230,31764,26431,33411,32971,30926,32308
27835,29748,35379,34905,31936,29170,32079,25272,32677,32737,30272,33096
27825,30060,35669,35010,31980,29104,32241,24849,32667,32192,29690,34300
28110,30309,35553,35053,31986,28970,32450,24650,32019,32111,29470,35157
28632,30566,35063,35189,31892,29645,33232,25095,31360,31838,29261,35706
29239,30440,34068,35253,31916,29933,33408,25242,30806,31620,30564,36557
28832,30699,33486,35112,31415,30145,33646,24391,31141,32535,29580,37929
24290,30343,31988,34832,31548,29867,34330,22334,30791,32869,29429,38397
23370,29380,32685,35190,31757,29501,34451,21356,31092,33489,29549,38242
25462,30035,34124,36699,33548,29085,33396,21383,31957,32187,30108,36871
29305,30809,34962,37827,33331,28852,32876,20577,32488,31810,31256,36580
29495,30764,35009,37970,33649,28656,32755,20295,32307,31383,32090,36217
29506,30682,35017,37987,33669,28371,32564,20093,32193,31259,32447,36037
29311,30605,34987,38002,33780,28282,32300,19970,32162,31147,32484,35959
28928,30498,34851,37893,33650,28396,32179,19512,31922,31046,32176,36112
28805,30487,34969,37836,33592,28414,31854,19569,31757,31126,32118,36400
28858,30440,34993,37661,33660,28228,31574,19548,31815,31168,31875,36435
29038,30413,35037,37575,33593,28145,31387,19546,31404,31169,31722,36334
29063,30399,35069,37485,33407,28069,31323,19567,31454,30981,31898,36284
28494,30282,34778,37482,33288,28116,31278,19565,31622,30952,31840,36223
28514,30095,34786,37407,33091,28071,31191,19954,31481,30874,31157,36178
28086,29804,34006,36595,33275,28021,31364,18356,31170,30982,29834,36653
26907,29221,33216,35644,32770,28481,32005,20827,31625,31513,30633,37451
25432,29236,32902,34873,32399,28815,32344,19596,30805,32493,29608,37556
25002,29090,32057,34750,32243,29086,32082,19729,31051,31800,29338,37379
25838,29143,32524,35035,32642,28213,31404,20185,31512,31511,28133,37150
26122,29152,32985,35075,32415,28108,30874,18552,33236,31679,30413,34129
26415,28843,33443,34885,31958,27800,30990,17872,33602,32490,30577,32549
26828,28710,33304,34792,32157,27381,30885,17820,33715,33172,30622,30988
26914,28784,33321,35018,32284,27087,31176,19836,34345,33662,31312,30280
29614,29086,33104,34845,32470,27032,31539,31910,31740,34979,31541,29907
29469,29139,33560,34420,32283,26867,31793,31246,31338,34803,29962,29816
29398,29219,33595,34266,32082,26960,32220,33110,30479,34720,28587,30165
29464,29514,33335,34050,31717,27297,32069,33695,30481,34629,28946,30395
29179,29715,33195,34361,31599,27450,32028,33702,30543,35163,30197,31189
29039,29895,33298,34656,31598,27701,32350,33410,30445,34923,29260,32230
29340,30323,33278,34947,31569,27957,32764,32990,30009,34874,28689,32889
29573,30804,33235,35187,31516,28011,32879,32960,29799,34421,29745,34167
29662,31031,33148,35299,31600,28138,33300,33300,28989,33745,30107,35429
29685,31506,33065,35200,31459,28099,33440,32953,27918,33448,29928,35976
29924,31744,32988,34962,31290,28124,33565,32575,27878,32059,30505,36645
29997,31594,32872,34726,31280,28207,33728,31325,27766,31542,31474,36841
29125,31165,32516,34288,31046,28623,34097,30689,28632,31228,32325,36663
28161,30926,32217,34220,30840,28552,34206,30470,29081,31738,32678,36680
26813,31186,31940,34248,31148,28107,34254,28303,29411,32340,32678,37448
23753,30507,31735,34001,31113,26488,34580,26551,30155,32493,33123,37717
23502,29285,32867,34535,31345,25596,34486,24406,30821,33387,33626,37755
25825,30126,34576,36986,33700,25609,33592,17390,31144,33414,33916,36525
30113,30663,35665,38110,33510,25421,33676,19710,30913,33498,34023,36361
29540,30497,35145,38170,33569,25446,33552,19080,31235,32521,34184,36053
29183,30367,34849,38055,33671,25536,33329,19219,30557,32850,34196,35902
29097,30306,34501,37935,33798,26251,32843,19075,30672,32598,34613,35901
29206,30348,34459,37905,33696,26600,32609,19724,30075,33139,35718,36231
29662,30511,35018,37897,34198,26954,32612,20133,29821,33657,34870,36135
29553,30461,34717,37712,33488,27343,33278,21734,29629,33536,34283,36091
30348,30605,34867,38049,33741,27606,33165,21389,29898,33620,33229,36212
30605,30561,35769,37908,33016,27847,33594,20645,30647,32897,33416,36325
31212,30530,37060,37580,33056,28065,33763,20448,29806,33796,32991,36420
31294,29729,37487,37451,32186,28119,33915,21398,30532,33702,32371,37154
25399,28271,33023,34576,32399,28492,34229,19048,32103,31604,31875,37108
24453,27208,33163,34895,32875,28590,34215,17873,31260,31697,31779,36864
24600,26950,33337,34363,33384,28398,34486,20369,32093,31461,31610,36422
24834,26614,33336,35175,33550,28261,34198,31838,29070,31850,34662,35548
25565,26772,33454,35140,33244,28539,33651,32360,29316,32998,34895,32829
26349,27084,33525,34603,33317,28801,32936,33160,30402,33895,31784,29819
26708,27527,34071,35351,32237,29439,32785,31913,30954,34766,31293,29714
26709,27555,34064,35301,32355,29640,32671,32128,31008,34886,31150,29485
26710,27573,34083,35344,32386,29569,32775,32259,31088,34816,30723,29598
26631,27698,34087,35528,32370,29373,33133,32621,31420,34820,30304,29754
26875,27758,33836,35870,32372,29333,33563,32625,31065,34999,29455,29921
27094,27839,33707,36040,32353,29150,34015,32776,30430,35440,28036,30421
27407,27958,33429,36170,32471,28905,34494,32518,29530,35900,27627,30653
27793,28220,33125,36070,32777,28678,34659,32418,28983,36074,27765,30862
27996,28396,33080,35939,32633,28482,34898,32005,28493,35555,28195,31590
28388,28750,33244,35813,32490,28991,35107,31335,28467,34767,29190,32270
28467,28652,33397,36074,32478,29191,35020,30208,28220,33492,31539,35367
27369,28569,33388,36399,32199,29517,35484,26205,29498,32553,31225,37723
25003,29396,33256,36373,32160,30084,35808,24584,30345,33583,31134,38306
24061,29219,32840,35801,32343,29713,35935,24483,30418,34157,30901,38782
23578,28829,32911,35310,32529,28764,35916,23959,29994,34161,30981,38690
23099,28455,33184,34695,32618,28022,36290,23243,29780,34201,31012,38707
23035,28051,33922,35236,32520,28005,36065,22395,29233,35544,31275,38512
23533,28613,34434,35984,33738,27887,35111,21289,29616,34762,31175,37629
30875,30355,37186,38187,34255,27916,34514,20167,29775,34385,31788,37144
31079,30470,36526,38339,34312,27900,34023,19174,30248,33830,32198,36388
30865,30375,36228,38276,33762,27664,33664,19851,30092,32759,32354,36019
30708,30252,36051,38226,34043,27480,33209,19465,29936,32754,32605,35954
30266,30150,35649,38077,33965,27492,33091,19452,29643,33080,33033,35956
30195,30261,35604,38150,34214,27509,32595,19151,29500,33440,33070,35996
29426,30257,35338,37898,33913,27611,32236,19529,29412,33423,33256,36072
29447,30274,35350,37787,33959,27645,32112,19786,29629,33519,33510,36070
29436,30249,35413,37662,33921,27655,32276,19933,29854,33508,33626,35972
29055,30085,35248,37596,33763,27616,32332,20038,29921,33459,33385,35948
29350,30015,35301,37547,33699,27540,32264,20001,29976,33289,32687,35932
29215,29842,35027,37410,33631,27577,32280,19793,29966,33291,32548,35946
28935,29388,34659,36816,33518,27671,32655,19870,30000,33270,32430,35952
27654,28905,34292,36331,33352,27829,33150,19767,30162,32924,32264,37064
26605,28925,33012,35112,32995,28600,33693,20342,29928,33719,31530,37122
25700,28820,32509,34503,32536,28961,33430,19328,29890,33309,32023,36829
25434,28702,32557,34764,32443,28590,32884,19259,30422,32233,30390,35729
25392,29075,33020,35055,32796,27848,31836,18189,31295,33112,30374,35252
26317,28826,33430,35019,32624,27706,31488,18172,32511,33527,31119,31918
26660,28785,33406,34965,32380,27617,31239,17553,32612,33853,31198,30980
26120,28764,33884,35020,32487,27816,31320,17416,32963,34265,31304,30520
25638,28861,33910,34994,32435,27805,31326,17365,32998,34302,31216,30442
25610,28936,34054,34998,32439,27820,31601,17495,33030,34282,31171,30636
25533,29090,34157,34946,32401,27775,31794,18076,32999,34175,31180,30690
26434,29213,34174,34918,32339,27818,31839,18185,32949,34025,31211,31042
26572,29214,34180,34885,32276,27955,31790,18175,32737,33645,31187,31420
26835,29170,34282,34856,32245,28156,31661,18131,32595,33362,31208,31554
27102,29214,34431,34892,32272,28229,31658,18039,32550,33294,31282,31810
27153,29333,34477,34902,32285,28251,31777,18283,32403,33140,31391,32272
26885,29577,34467,34923,32253,28345,31992,18731,32060,32720,31375,32825
26645,29857,34430,34964,32220,28406,32146,18961,31787,32508,31352,34344
26683,30022,34381,35028,32126,28675,32273,19175,31215,32239,30771,35865
26662,30327,34259,35000,32002,28875,32067,18823,30287,32360,30400,36508
25878,30520,33736,34830,31955,28994,31726,18456,29682,33371,30897,37608
24922,30085,33485,34610,31916,29926,31345,17142,28813,35908,30509,38544
22334,29996,32869,34329,32288,29424,31513,16621,29397,36035,30170,39052
21969,29304,32620,34587,32849,28950,31988,16422,29751,36935,29890,39607
21891,29002,33169,35398,33737,28784,32606,16319,29736,36557,31359,39001
25217,29999,35259,37223,34120,29025,32685,17431,30308,35461,30611,38189
29740,30507,36224,37895,34126,28845,32540,17295,31149,33881,30633,37363
30078,30525,35963,38133,33909,28685,32245,17702,31051,33198,31810,36950
30270,30457,35636,38165,33973,28493,32004,17615,30945,33014,31940,36885
29678,30256,35206,38106,33981,28447,31800,17630,30702,33048,32243,36665
29756,30328,35224,38153,34286,28407,31628,17080,30615,33324,32473,36780
29360,30162,35096,37899,33919,28352,31877,18296,30572,33293,32671,36846
29722,30275,35382,37871,34290,28315,31973,18190,30840,33528,32837,36854
29691,30252,35339,37684,33796,28217,32178,18648,30625,33522,32940,36776
29470,30197,35274,37663,33792,28195,32247,18768,30721,33522,32874,36746
29328,29999,35287,37625,33770,28228,32185,19000,30705,33423,32718,36630
29262,29783,34983,37359,33405,28171,32127,19050,30736,33257,31850,36672
27612,28922,33410,35625,32931,28510,32966,18123,30597,33828,31706,37405
25195,29214,32824,34941,32744,28888,33355,20245,30435,34196,30205,37961
25163,29173,32401,34552,32476,29230,33020,19270,30393,33282,30596,37356
24855,28948,32630,34746,32438,28691,31912,18885,30707,32689,29849,37124
25108,28892,32742,34765,32256,28501,31889,18812,31385,31970,27963,35781
25283,29025,33427,34812,32167,28122,31695,17943,33332,32247,30678,34616
25898,28930,34168,34852,32247,28060,31614,17681,33578,32636,30952,31853
26804,28920,34093,34805,32186,28089,31618,17800,33862,33004,31063,30920
26757,28957,34108,34869,32255,28027,31787,18239,33895,33141,31036,30876
26620,29164,33981,34970,32058,28024,32092,19177,34097,33205,31011,30832
26574,29343,33852,34867,31885,28052,32774,23682,33946,33158,30296,31374
26592,29669,33393,35103,31696,27941,33185,27097,32693,32712,28984,31920
26841,30039,33386,35051,31557,27901,33353,26763,32300,32462,29101,33016
27180,30335,33496,35164,31457,27857,33539,25492,31716,31683,29305,34442
27450,30678,33486,35365,31399,27914,33433,24539,31532,31162,29412,35229
27273,30874,33493,35398,31538,28168,33478,24428,31512,31104,29897,36507
27030,30755,33390,35445,31539,28835,33506,24365,31391,31465,31135,37592
25920,31080,33232,35652,31652,29527,33854,23630,31481,32404,31671,37987
24180,31524,32990,35679,31510,29776,33961,22888,31360,32984,32610,38470
23734,31534,33001,35753,31432,29931,34165,21123,30474,33966,33685,38909
22894,31310,32565,35213,31485,29460,34332,21500,30177,34265,33520,39176
22306,30192,32280,34434,31754,29169,34553,22511,30000,34601,33169,39454
22333,29615,33028,35001,32745,28963,34180,21191,31252,33776,33210,38694
24961,30170,33737,37247,34110,28783,33127,18714,31885,32345,32169,37889
28283,30866,35022,38175,34230,28670,32840,18637,32251,31882,32220,37066
28580,30817,35040,38289,33732,28323,32527,18950,32109,31323,32868,36723
29008,30756,35113,38345,34035,28236,32372,18853,31887,31402,32996,36706
29023,30614,34838,38281,34115,28132,32116,18674,31788,31234,33409,36583
28702,30421,34732,38017,33925,28130,31760,18845,31797,31281,34199,36728
28297,30394,34825,37837,33956,28075,31605,19064,31465,31561,34482,36922
28605,30355,34935,37707,34025,28036,31386,19327,31376,31673,34018,36970
28803,30369,34962,37650,33895,27984,31202,19260,31370,31547,33792,36910
28837,30349,34924,37668,33953,27979,31391,19406,31435,31588,33579,36857
28945,30359,34931,37684,33995,27968,31358,19436,31484,31478,33353,36827
28935,30368,34822,37646,33895,27971,31288,19508,31476,31396,33206,36786
28604,30324,34779,37566,33746,28057,31257,19592,31550,31356,33020,36785
28847,30029,34800,37591,33826,28182,31222,19306,31475,31432,32453,36764
28792,29712,34390,36665,33529,28135,31542,18529,31721,31702,32650,37537
26674,29063,33062,34802,32248,28392,32770,19027,31461,31530,33116,37718
25500,28571,32944,34433,32370,28571,32380,18727,31975,31087,33299,36380
25518,28303,33090,35080,32145,28469,31244,29028,29605,31975,32773,32755
25924,28450,33230,35190,32161,28447,30734,32138,30392,33106,32263,31442
27080,28480,33177,35171,32072,28364,30914,32379,31327,34072,32500,30209
27844,29102,33297,35089,32200,28364,32389,31177,30915,34641,27878,29325
30820,29605,35924,36160,32657,27971,32959,30716,30966,34793,26739,28959
30349,29678,36258,36289,32718,28070,33326,30540,31323,34833,26050,29116
29313,29604,35155,35941,32501,28575,32939,30812,31367,34688,28315,29119
28086,28925,33616,34976,32200,29179,32086,29896,32047,34441,30890,29625
28860,28867,33764,35070,32001,29048,31140,26206,33820,34664,32850,30188
28853,29010,33738,34956,31910,28942,31146,26960,34164,34755,32948,30355
28935,29199,34131,34959,31760,28777,31392,27070,34258,34725,32553,30898
28923,29295,34408,35055,31653,28489,31969,26651,33890,34446,31243,31754
28454,29425,34590,35215,31675,28284,32657,25934,32275,33782,29889,32752
28271,29780,34825,35298,31681,28255,32990,25343,31456,33197,29115,34980
28224,30028,34895,35255,31652,28560,33185,24900,30463,32930,29124,36774
28216,30468,34595,35352,31531,28640,33280,22805,30253,33783,29271,37645
26217,31685,33755,35317,31451,28657,33269,22848,29096,34849,29629,38895
25361,31934,33425,35209,31410,28363,33214,22621,28880,35374,30373,39476
24801,31675,32784,34904,31322,28099,33294,22399,29421,35709,30719,39608
24879,31275,32056,34698,31317,27844,33608,22202,29596,35768,31026,39947
24517,30285,31883,34530,31410,27585,34156,21248,29555,35380,31843,39879
24274,28896,33887,35751,32806,27728,33326,21107,31343,34400,31171,39328
26754,30459,34331,37976,33764,27995,32417,22480,31687,32473,31518,37902
27371,30616,34366,38026,33107,27887,32004,20006,32455,31014,32667,37327
27755,30510,34684,38284,33828,27808,31880,19748,31475,31821,33066,37266
28433,30421,34905,38236,33626,27734,31795,19493,31259,31986,33585,37113
28694,30432,35012,38178,33591,27645,31469,19467,31285,31964,33815,37100
28650,30399,34941,37967,33185,27776,31519,19426,31077,32162,33980,37147
28302,30340,35073,37817,33307,27735,31238,19530,31115,32213,33882,37204
28395,30352,35140,37729,33477,27589,30875,19636,31301,32249,33214,37077
28420,30335,35084,37701,33515,27551,31777,19734,31215,32358,32887,37013
28246,30319,34979,37701,33544,27550,31777,19961,31308,32327,32713,36943
28127,30250,34903,37654,33394,27571,31693,20031,31221,32306,32460,36935
28405,30148,34829,37482,33266,27560,31656,20013,31230,32269,32216,36937
27442,29601,34704,37370,33040,27740,31615,19594,31259,32377,31159,37038
26500,29170,33306,36270,32725,27928,32827,20152,32536,32103,31878,37813
23986,28931,32216,34745,32105,28480,33434,20189,31305,33205,31720,38038
23171,28710,32228,34632,32014,28772,33299,18235,31018,32661,29240,37914
23075,28840,32482,34968,32142,28453,32386,19305,31424,31307,27693,37435
23895,29284,32933,35069,32417,28214,31847,18449,31235,31249,27489,36638
25067,29189,33169,34993,32204,28106,31661,18277,33962,31779,30331,32885
25308,29034,33297,34778,31930,27737,31501,21281,33485,34044,30276,31874
26511,29043,33556,34740,31928,27787,31516,22691,33530,34239,30259,30816
26267,28989,33649,34694,31997,27798,31343,21482,33484,34117,30172,30790
26170,29108,33722,34817,32091,27965,31513,21332,33702,34053,30240,30986
26478,29249,33956,34801,32006,27986,31495,21165,33670,33856,30204,31582
26530,29278,34016,34827,31972,28049,31476,20591,33161,33881,30247,32172
26427,29392,34266,34917,31985,28216,31553,20345,32860,33760,30380,32537
26186,29532,34510,34970,32006,28299,31588,20400,32764,33668,30456,33473
26106,29677,34585,35020,31930,28410,31790,20365,32216,33018,30143,35165
25806,29955,34417,34830,31716,28461,31909,20217,31558,32905,29457,35996
25531,30100,34073,34857,31659,28449,32050,19664,31297,33105,29540,37292
25319,30123,33753,34869,31632,28441,32402,19110,30868,33307,30579,37820
25410,30502,33378,35215,31508,28864,33108,21099,30652,32699,31568,37774
25915,30703,33220,35851,31450,29233,33422,23617,29949,32234,32033,37638
25479,31120,33165,35989,31510,29711,33957,23252,30297,32937,32865,38458
23012,31532,32558,35808,31295,30031,34267,20685,30807,34118,33370,38847
22496,31135,32205,35020,31244,29724,34308,19952,30264,35154,33738,39424
22346,30773,32048,34629,31575,29230,34700,20750,30325,35724,33283,39729
22343,29406,32530,34020,32106,29288,34559,21065,30088,35841,33296,39704
23335,29129,33404,35564,32619,28958,34230,20354,30327,35275,33557,38926
24721,29845,33775,36723,34085,28650,32933,18681,30975,33814,32350,37840
29493,30780,35654,38094,33962,28290,32481,17852,31377,33614,32996,37536
30043,30705,35530,38069,33780,28131,32397,18281,31401,32543,33483,37063
29808,30604,35239,38099,33804,27919,32145,18256,31183,32339,34051,36899
29518,30577,34877,38181,34147,27749,31629,17983,31025,32575,34408,36829
28664,30337,34486,38039,33952,27843,31610,18467,30600,32869,35279,36863
28564,30321,34638,37928,33857,27964,31447,18716,30747,33054,35526,37061
29147,30507,34955,37915,33985,27974,31335,18765,30820,32997,35153,37009
29137,30471,34907,37874,33810,27978,31365,18957,30792,33085,34710,37001
29188,30493,34938,37894,33849,27948,31260,18980,30810,33024,34469,36973
29307,30421,34836,37822,33776,27972,31240,19069,30844,33049,34375,36970
29545,30371,34864,37806,33723,27980,31264,19056,30822,33022,33575,36971
29541,30297,34786,37782,33616,27902,31206,18968,30765,32851,33535,36880
28643,29926,34381,37223,32799,27763,31165,18774,30676,32791,33893,36753
25750,29187,32792,36248,33672,27683,31492,16983,30866,33461,33883,38018
23959,29288,32100,34545,32059,28821,32745,17430,29773,33445,32849,37562
23001,29323,32388,34478,31979,28945,32660,18751,30407,32713,32344,37532
22454,29195,32383,34771,32260,28961,32828,18702,30457,32728,30908,37552
22566,29168,32670,34717,32234,29142,32945,18824,30665,32395,30785,37461
