32667,26339,34803,31582,34430,32639,33980,27384,32885,31765,29099,28071
32662,26333,34796,31564,34423,32641,33960,27366,32877,31754,29095,28070
32663,26342,34786,31565,34417,32642,33963,27344,32889,31759,29089,28077
32672,26336,34808,31567,34419,32651,33968,27340,32894,31755,29094,28072
32674,26330,34814,31565,34425,32652,33956,27333,32899,31751,29103,28070
32660,26321,34814,31563,34421,32654,33957,27317,32904,31737,29097,28052
32660,26320,34805,31550,34414,32655,33958,27315,32894,31725,29093,28073
32668,26328,34819,31563,34418,32667,33970,27318,32898,31724,29106,28069
32668,26324,34823,31562,34417,32660,33968,27320,32912,31745,29113,28067
32667,26320,34823,31556,34421,32662,33960,27313,32924,31741,29121,28066
32665,26327,34831,31540,34413,32654,33958,27315,32920,31728,29112,28063
32662,26324,34829,31541,34413,32659,33963,27304,32927,31737,29112,28070
32675,26325,34834,31545,34416,32669,33958,27293,32926,31721,29105,28064
32671,26318,34845,31556,34420,32666,33962,27281,32927,31723,29103,28079
32670,26309,34828,31549,34422,32666,33945,27273,32926,31708,29092,28060
32672,26320,34831,31552,34424,32674,33954,27296,32936,31745,29114,28079
32678,26326,34836,31560,34426,32666,33940,27291,32942,31724,29114,28078
32677,26335,34840,31556,34420,32656,33956,27286,32946,31726,29111,28060
32653,26317,34833,31537,34395,32632,33930,27301,32955,31731,29107,28060
32648,26327,34826,31540,34378,32645,33926,27314,32961,31710,29108,28079
32646,26330,34803,31539,34380,32623,33904,27331,32955,31711,29087,28061
32631,26320,34756,31532,34370,32603,33885,27296,32929,31685,29084,28067
32648,26306,34724,31507,34359,32590,33875,27262,32924,31673,29067,28044
32645,26309,34728,31510,34362,32597,33879,27246,32923,31683,29059,28058
32672,26321,34751,31526,34386,32610,33909,27238,32945,31712,29073,28075
32658,26318,34761,31523,34386,32640,33912,27236,32939,31709,29077,28086
32646,26309,34755,31507,34380,32637,33883,27228,32930,31693,29056,28062
32639,26298,34744,31505,34383,32648,33883,27247,32919,31695,29042,28061
32655,26314,34755,31504,34398,32660,33899,27254,32915,31709,29041,28073
32661,26317,34779,31527,34405,32680,33930,27319,32932,31735,29056,28090
32664,26325,34791,31532,34403,32675,33938,27373,32947,31756,29068,28096
32665,26329,34786,31511,34392,32670,33941,27409,32930,31739,29070,28087
32667,26340,34798,31510,34397,32669,33958,27483,32937,31762,29085,28091
32664,26337,34794,31501,34377,32670,33946,27474,32926,31752,29085,28085
32659,26327,34786,31501,34372,32666,33947,27493,32920,31737,29072,28069
32656,26339,34780,31498,34381,32669,33951,27489,32923,31726,29065,28091
32657,26329,34768,31502,34364,32670,33936,27465,32924,31721,29061,28060
32668,26328,34765,31491,34371,32665,33933,27478,32918,31697,29064,28055
32675,26323,34758,31489,34359,32665,33937,27496,32908,31667,29051,28054
32662,26302,34718,31475,34363,32646,33898,27497,32859,31635,29038,28037
32664,26307,34719,31477,34357,32655,33924,27485,32859,31649,29045,28057
32666,26298,34714,31486,34379,32661,33916,27434,32845,31651,29039,28050
32655,26298,34720,31485,34386,32652,33929,27446,32849,31661,29048,28060
32642,26303,34729,31483,34386,32638,33943,27446,32849,31684,29053,28057
32635,26312,34729,31483,34405,32677,33955,27355,32890,31719,29070,28069
32607,26362,34742,31540,34445,32966,33955,27262,32893,31742,29099,28044
32596,26331,34772,31542,34438,33144,33988,27300,32957,31775,29215,28054
32601,26315,34906,31485,34429,33172,34041,27421,33053,31803,29390,28073
32599,26275,35031,31348,34352,33110,34055,27490,33180,31734,29477,28058
32573,26248,35052,31294,34356,33139,34246,28079,33583,31885,29728,27809
32604,26340,35095,31202,34308,33251,34530,31430,33959,32179,29867,27715
32600,26355,35100,31141,34290,33309,34595,31968,34001,32264,29904,27530
32645,26385,35053,31183,34326,33436,34705,32523,34109,32332,29973,27517
32534,26391,34965,31196,34305,33493,34558,31969,33995,32173,29891,27538
32749,26440,34678,31276,34322,33498,34519,32092,33994,32156,29858,27561
32807,26523,34544,31356,34366,33544,34624,32697,34057,32258,29816,27597
32871,26541,34393,31349,34374,33638,34725,33411,34073,32276,29832,27593
32870,26535,34317,31323,34292,33644,34779,33738,34076,32271,29996,27586
32890,26550,34293,31291,34251,33645,34820,34271,34189,32227,30052,27537
32911,26581,34226,31262,34205,33644,34835,34632,34305,32212,30089,27531
33054,26626,34121,31417,34224,33650,34821,34732,34374,32154,30149,27475
33183,26659,34140,31632,34385,33745,34690,33725,34405,31820,30200,27663
33668,26909,34812,32144,34502,33947,34420,29616,34801,30000,30089,28255
32815,26937,34895,32610,34701,33686,34665,26125,34821,29604,29336,32586
33319,27565,35501,33275,34789,32921,35045,25026,33947,32470,29188,34647
34347,27976,35730,33468,34549,32651,34892,24627,33506,32443,29727,34274
32903,27879,35294,33713,34537,32574,34853,24508,33265,31904,30348,34049
32575,27612,35200,33732,34991,32556,34528,24775,32888,31167,30686,33586
33453,27626,34889,34034,35659,32534,34362,25064,32756,30955,30640,33453
32688,27642,34798,34219,35433,32486,34387,24892,32775,30815,30805,33201
32575,27643,34880,34536,35578,32301,34407,24779,32577,30691,30955,32814
32436,27679,35156,35116,35497,32240,34646,24828,32417,30558,31112,32610
33404,27614,35330,35051,35379,32178,34655,24837,32303,30301,31238,32332
33213,27580,35743,34852,35308,32036,34867,24819,31298,30259,28024,28389
33075,27916,36244,34310,35089,32101,34275,24227,30842,31319,26958,28545
32928,27915,35867,33129,34089,32525,33687,23414,32234,31360,29574,27737
31464,27511,35450,32430,34515,31881,34195,26046,33083,32095,30046,27758
30712,26916,35373,32260,34439,32300,34521,26301,33303,32241,30132,27651
31030,26650,35452,32274,34331,32453,34763,26622,34042,32320,30119,27887
31463,26526,35465,32059,34136,32804,35045,28780,34361,32403,30109,28210
31976,26068,34926,31535,33832,32678,35233,30290,34455,32530,30043,28427
31932,25663,34827,31909,33689,32576,35350,31523,34928,32713,29959,28748
32025,25619,34821,32713,33472,32721,35651,31891,35332,32905,29901,29510
32994,25609,34761,33209,33224,32924,35765,32160,35350,32958,29815,30078
33160,25508,34715,33507,33176,33386,35858,32513,35087,32930,29729,31232
33139,25399,34684,33453,33366,34123,36415,31994,34268,31973,30819,34142
32846,25287,34524,31969,33570,34536,36830,30404,33827,32391,29896,35930
31484,25252,33830,31442,34051,34047,36298,27869,33877,33960,27092,38309
32452,27195,35511,33351,36152,32623,35817,26325,34457,33869,27562,37027
36125,28770,37230,34238,34375,32807,36220,25334,34670,34416,28045,36601
34803,28708,36944,34281,34916,32758,35600,25370,33425,33117,28992,35617
33952,28324,35903,34058,34887,32419,35032,25013,33120,32435,29157,35377
33185,27776,34978,33870,35041,32382,34914,24971,32907,32173,29337,34893
33392,27747,34851,33954,35413,32389,34547,24506,32661,31517,29429,34203
33966,27684,34905,34395,35625,32330,34565,24324,32290,30906,29855,33931
33841,27805,35167,35198,35552,32299,34828,24409,32345,30875,30652,33482
33750,27902,35333,35559,35353,32127,34750,24922,31969,30559,31535,32925
33209,27940,35943,35349,35583,31959,34971,23334,30410,30555,31300,31457
32030,28253,35902,35420,35341,32099,35329,24524,30860,31877,27609,28701
31692,28384,35302,34671,34191,31614,34081,22679,31500,31283,27546,28018
33347,28325,35481,33245,34505,32086,34272,28180,32163,31858,28819,27877
34356,28085,35657,32835,34114,31982,34688,29710,32018,32153,29664,28047
33934,27934,35726,32665,34222,32373,35065,33095,32119,32292,29882,28080
32524,27647,35751,32632,34127,32517,35380,35579,32224,32370,29964,28130
33637,27199,35457,32208,33835,32394,35470,36152,32229,32540,30144,28245
33010,26835,35270,32329,33274,32223,35575,36105,32563,32535,30330,28454
32269,26273,34763,33334,33077,32339,35769,35710,33085,32533,30328,28630
32669,25821,34458,33630,33193,32437,35838,35575,33473,32393,30200,29080
32933,25661,34396,33661,33487,32615,35858,35547,34016,32015,30049,29170
