s1, s2, s3, s4, s5, s6, s7, s8, s9, s10, s11, s12
27748,27106,31499,34184,31334,27884,34410,36219,37484,32178,22116,30519
27266,27050,30905,33703,31114,28032,34311,36277,37593,32156,22270,30505
27258,26977,30699,33494,31057,28149,34291,36715,37919,32105,22802,30518
27249,26911,30503,33239,31058,28205,33813,37125,38086,31921,23744,30742
26362,26627,30555,33880,31633,27710,33337,33170,38276,31488,23628,31306
24814,26418,29396,34172,31708,27524,33811,25904,38351,31839,21801,32978
25929,26863,30348,34850,30824,27320,33680,24452,37651,32051,22426,33705
25692,27251,30641,34889,31427,27481,33340,24019,37620,31535,22650,32746
26002,27428,30576,35064,32108,27653,32988,24374,36402,30844,22703,31425
26556,27590,31406,35095,31735,27576,33064,24946,35900,30789,23174,31291
27749,26803,31750,33368,31570,27726,32781,24549,36165,31681,23476,30453
25845,26285,29787,33272,30379,27686,32610,26255,38236,33363,22730,30752
25652,25790,29405,32631,31238,28307,33200,34311,38489,33379,23175,29958
24791,25943,29795,32475,31021,28422,33686,36676,37924,33511,23162,30364
24439,26071,30470,32286,31051,28411,33833,36699,38032,33442,23047,30436
24600,26091,30706,32264,31001,28548,33797,37126,37932,33494,23162,30494
26123,26173,31334,32333,30834,28632,33782,37156,37905,33480,23219,30612
26432,26254,31134,32224,30685,28848,34261,37384,37836,34039,22030,30462
27018,26305,31123,32466,30730,28575,34384,36859,38139,33790,21831,30716
25990,25928,30447,33302,31430,28163,34349,31501,38138,32267,21143,32293
25534,26484,30204,34493,31146,27909,34030,24849,37581,33147,21589,33725
26342,27145,31162,35066,31081,27867,33743,23756,37754,32742,21928,33435
26142,27287,30818,35018,31351,27775,33559,23689,37993,32010,22625,33145
26210,27248,30435,34850,31893,28298,32684,23995,37532,31186,23180,32025
25586,27037,31101,34790,32034,28207,32197,24773,37310,31226,22827,31225
26408,26552,31645,33511,31476,28073,32205,23194,37868,31825,22818,30876
25545,25940,29670,33047,30328,28567,32018,27595,38782,34186,22679,30450
25717,25817,29781,32809,30987,29199,33335,33343,38832,33178,22721,29801
24725,26023,30463,32195,30905,29419,33480,36870,38792,33868,23696,30068
24757,26070,30576,32285,31114,29606,33495,37423,38741,33921,24250,30148
24619,26093,30624,32596,31223,29688,33716,37414,38847,33990,27593,30284
25194,26165,30702,32680,31232,29720,33804,37528,38867,33977,27515,30492
25894,26135,30376,32497,31144,29229,33808,37505,38770,33854,23837,30837
25749,25745,29475,33347,31735,27920,33971,32113,38340,33265,22487,31738
25384,26667,29305,33803,31555,27486,33945,27716,38367,32400,25760,33138
26428,27164,30740,34896,30886,28099,33442,24516,37415,32542,22519,33318
26073,27523,31063,35099,30887,28487,32865,22935,38006,32046,23020,32899
25850,27226,30696,35013,33052,28828,32196,22892,37660,30780,22756,31562
26267,26551,30887,34226,31353,28885,31488,23956,38925,31829,24536,31070
24755,25303,30219,32554,30792,28973,31938,24270,40091,32688,26277,31017
25109,25459,30047,32928,30621,29156,32044,31237,39256,34156,25341,30160
25333,25578,30011,32789,30499,29883,33016,36483,39190,35320,25058,30253
25744,25748,30398,33117,30940,30137,33394,35726,39240,35351,25510,30394
25498,25746,30213,33069,30998,30088,33545,36289,39252,35428,28435,30537
24919,25868,30218,33031,31009,30012,33707,36440,39217,35340,27932,30575
24758,25970,30525,32936,30938,30027,33803,36402,39224,35343,27788,30535
26035,25995,30361,32803,30849,29803,33735,36655,39097,35538,24200,30799
25594,25858,29955,33592,31499,29221,33880,32051,38750,33543,22748,31395
24631,26060,30345,34606,30469,28515,33830,28202,39337,32848,21299,32762
25902,26455,30854,34975,30626,29060,33616,24110,38317,32526,20942,33315
25466,26946,31147,35018,31377,29179,33245,24428,39039,31631,21856,33043
26195,27005,30990,35057,31784,29404,32775,24470,38988,31462,22733,32286
26425,26888,30796,34932,31649,29769,32062,25717,39286,31256,23255,31710
26139,26511,30305,34632,31257,29572,31602,24996,39738,32591,23428,31550
25206,25609,30352,33352,30460,29551,32161,26750,41716,33128,24193,31084
25254,25481,30452,32514,30534,30728,33085,34600,39910,34220,23249,30325
25477,25550,30351,32588,30798,31044,33634,35956,39464,34740,23149,30191
25219,25650,30452,32950,30907,31184,33868,36587,39473,34854,26808,30399
24782,25647,30496,32940,30840,30996,33934,36765,39358,34862,26689,30522
26052,25810,31081,32843,30736,31017,34085,36809,39309,34929,26558,30581
26594,25973,31434,33003,30647,30745,33963,36885,39278,34735,22709,30646
26321,26072,30760,33580,31435,29203,33868,30816,40340,32593,22015,32294
25844,26413,29943,34719,30827,28787,33235,26441,39123,32166,21578,32839
26424,26839,30463,34709,30659,29049,33330,25366,38825,32287,21942,33139
25840,27085,30870,34804,31479,29143,33010,24697,39099,31452,22121,32726
25010,27387,30856,35221,32071,29341,32876,24354,39175,31195,22344,32562
24921,27672,31014,35424,32199,29492,32928,24515,39248,30981,22387,32436
25296,27574,30924,35382,32095,29368,32987,25538,38432,30545,22476,31608
26670,27101,30250,35185,32634,29126,33249,29791,38301,31773,23141,31038
25901,26116,29487,33889,30984,30408,32737,30156,39044,31631,22535,30631
26040,26096,29629,33536,31081,31363,32963,34972,39488,32616,22851,30346
26172,26100,29408,32952,30947,31610,33140,35785,39735,32749,23062,30267
25552,26139,29285,32864,30921,31673,33152,36038,39769,32774,23350,30270
25200,26161,29359,32666,30853,31730,33109,36345,39873,32733,23649,30307
25093,26254,29215,32553,30713,31742,33227,36378,39974,32780,23587,30337
26686,26349,28740,32469,30650,31728,33268,36463,40020,32806,24029,30298
26854,26276,27725,32770,30748,30239,33129,34877,39893,32331,24276,31706
26193,26059,27297,33603,31312,28797,33524,33040,40206,30928,22037,32525
26473,27051,27187,34990,31210,28842,33348,26491,39682,32256,21560,33722
26470,27055,27440,34982,31537,28955,32991,25220,40139,31698,22962,32855
24889,27075,28012,34848,31731,28983,32803,25274,39789,31475,23609,32658
25552,27156,28490,35060,31858,28921,32067,26014,38742,31002,23575,31849
25576,27335,29180,35226,32006,28857,32318,25790,38592,30631,22125,31628
26257,26861,29682,34753,31182,29320,32344,25859,38663,30822,23023,31364
25700,25709,28345,32928,31416,29634,31382,32979,39535,33595,24423,30505
25639,25630,28584,32420,30691,30432,32785,34039,39478,33705,23615,30359
24532,25834,28254,32805,30932,30645,33238,37374,39228,33967,23540,30244
24340,25876,28182,32546,30837,30537,33191,36781,39169,33917,23930,30366
24549,25960,28328,33103,30917,30743,32961,37255,38822,34076,24160,30482
25833,26175,27898,33739,30865,30827,32906,37528,38699,34067,24845,30776
26156,26391,27916,33874,30933,30761,32961,37223,38637,33925,25165,30920
26286,26418,27855,33809,30890,30428,33452,37548,38015,33682,24653,30875
25603,26071,26965,33241,30922,30295,33820,35433,38365,32563,22110,32643
24810,26030,27024,33937,31371,29262,33886,27332,39629,32214,22433,33684
27201,27320,30668,35495,31204,29812,33471,25152,39890,32195,22961,33837
26571,27518,30591,35629,31372,29969,33223,24841,39748,32382,22881,33662
25950,27634,30531,35669,31790,30327,32891,24774,39885,31715,23475,33282
26887,27885,30900,35690,32504,30937,32625,23994,39782,31400,23479,33058
28338,28005,31613,35746,32578,30088,33024,25421,38591,30532,22995,31740
27618,27598,32830,35085,31974,29114,33297,23426,37722,32548,21938,30338
25546,26598,30298,33718,30839,31644,33562,31400,39297,32727,22135,30903
25776,25901,29258,33225,30754,31854,33103,31815,40364,32708,22892,30351
24894,25966,29279,32828,30710,32031,33424,35091,40019,32900,23024,30445
25987,25894,29513,32766,30960,32176,33352,36216,39877,32935,23333,30497
26359,25928,30005,32827,31144,32207,33336,36247,39884,33093,23898,30697
26341,25960,30055,32827,30884,32189,33250,36420,39993,32961,24164,30811
26186,26134,29713,32852,30743,32287,33396,36918,40002,32965,24220,30958
25749,26094,29366,32728,30690,32075,33434,35999,40052,32864,27757,31533
25917,25630,29479,33331,31337,30265,33548,32482,40181,30903,21549,32945
24613,26450,28646,35181,31029,29402,33359,25987,40102,30854,21938,33377
26115,27228,29323,35327,31353,29741,33346,25496,39108,31444,22141,33442
26137,27332,30324,35496,31755,29875,33225,24424,39330,31051,22979,33129
25581,27410,30594,35710,31651,30326,33041,24235,39279,31061,22889,32999
25875,27671,30497,35869,32076,30537,32891,23820,38839,30709,22749,32410
25951,27776,31070,35953,32332,29476,32938,24194,37548,30705,22975,31284
24771,27069,29779,34757,34211,30835,33112,25980,37301,32765,25025,30343
25029,25662,30460,33065,30378,31625,33550,33067,38725,32414,22915,32028
25622,25765,30012,33298,31613,32253,33416,37908,40042,32987,23114,31246
25511,25754,30031,32930,31480,32324,33649,35874,40086,33006,23046,31414
25766,25801,29827,32910,31223,32270,33832,36764,40000,33095,23124,31397
25964,25921,29702,32855,31326,32260,33827,37131,39818,33122,23447,31455
26039,25986,29823,33011,31269,32257,33821,37207,39664,33130,23593,31548
25945,26030,29911,33160,31214,32277,33892,37430,39502,33161,23922,31620
25815,26060,29910,33445,31156,32316,33960,37544,39500,32880,23953,31698
24998,25760,29592,32932,31106,31474,33937,37522,39451,32660,23196,32037
24406,25551,29346,33425,31403,30552,33838,31762,39381,30915,21932,33511
25214,26683,29669,35495,30797,30209,33845,26076,38824,32235,21677,33945
25765,27115,30640,35355,32154,30353,33465,25017,39300,31424,22183,33775
25518,27314,30969,35450,31755,30760,33183,24950,38976,30988,22468,33355
25738,27498,30880,35504,32233,30860,32985,24990,38235,30310,22454,33145
27283,27745,31551,35434,32155,30964,32818,24375,38220,30113,22108,32195
27865,27710,31794,35542,32132,30511,32845,24460,37605,30154,22382,31640
26151,26889,29943,34774,32977,30255,32968,28354,40332,32259,23018,31108
25178,25663,28983,33082,30745,31575,32997,32862,39755,31916,23011,30790
25787,25766,28721,33068,31037,32136,33164,35031,40087,32391,23011,30631
25633,25980,28687,32872,31138,32321,33267,35681,40533,32475,23101,30515
25928,26087,28553,32832,31060,32379,33230,36133,40563,32453,23450,30627
25737,26149,28503,32800,31090,32471,33213,35685,40750,32374,23729,30814
25391,26333,28353,32739,30967,32508,33212,35426,40805,32339,23837,30867
26721,26305,27101,32955,30983,32499,33303,34879,40784,32353,23928,31288
26964,26148,26375,33273,31150,31203,33133,34058,40383,31103,23624,32234
26366,25941,25794,33949,31741,29196,33905,27393,40024,30300,21973,33431
26601,26974,26288,35125,30998,29360,33874,26203,39071,32864,22369,35488
27440,27191,26807,35253,31597,29740,33504,24575,39026,31571,22655,33720
27509,27723,27160,35476,32173,30121,33365,24921,38439,30606,22611,33118
25405,27857,27440,35676,32356,30229,33408,24943,38224,30249,22758,32790
26560,27969,27622,35945,32699,30828,33405,25352,37964,30135,22838,32778
26513,27951,27425,35931,32348,30902,33376,25635,37726,30065,22940,32769
28399,28050,28527,35719,31924,29553,33681,23810,36840,31897,20867,30515
26586,26606,27809,33540,30810,31470,33881,31655,38034,31571,22276,31408
26435,26043,27645,33607,31936,31799,33439,29766,39957,31820,22925,30502
26364,26063,27882,33125,30978,31918,33707,34277,39378,32259,23040,30710
26268,26070,27956,32849,31341,31948,33445,36489,39495,32303,23466,30689
26465,26181,28229,32742,31365,32052,33476,36852,39621,32353,23777,30751
26602,26258,28259,32653,31274,32001,33416,37107,39720,32383,24086,30782
26466,26326,28346,32581,31109,31960,33423,37278,39724,32382,24173,30887
26354,26463,28648,32520,30925,31904,33474,37342,39675,32410,24204,31057
26771,26443,28253,32484,30918,31525,33523,36517,39777,32301,24238,31445
26617,25989,27082,33053,31283,29445,33986,34198,39485,31016,22373,31874
25258,25759,26689,34203,30951,28686,34226,32110,39372,30898,22048,32990
26800,26427,27225,34770,30886,29586,34045,27218,39257,31006,22663,33462
26366,27081,27869,35196,31386,30428,33558,25484,38874,30529,22801,33292
26063,27294,27897,35407,31360,30741,33353,26018,38480,30150,22790,32900
25870,27183,28062,35300,32099,30738,32480,26530,38334,30155,23322,32055
25979,27304,28389,35475,31923,30324,32733,26366,37911,30286,22441,32014
26000,26523,27734,33798,32792,30075,32389,26164,38260,31732,24154,31256
25941,25990,27438,33344,30880,31267,32763,31055,39424,32310,23129,30833
26103,25734,27445,32900,31155,32084,33362,37280,39875,32831,23209,30634
25663,25875,27181,32633,31235,32155,33474,35812,39931,32812,23322,30684
25469,25938,27190,32684,31099,32184,33561,37000,39741,32838,23591,30858
25643,25994,27349,32971,31165,32146,33613,37435,39647,32957,23960,31001
26787,26017,27175,33536,31155,32132,33626,37326,39624,32937,24173,31253
26817,26073,27115,33739,31061,32045,33843,37472,39735,32846,24114,31397
26708,25942,26087,33018,30941,30504,33884,35720,39318,32810,23765,31528
26031,25866,25438,34105,31415,29658,33962,33289,39326,31192,21632,33112
25693,26562,25323,34991,31077,29539,33749,26115,38957,31621,22488,34065
26970,27151,26384,35421,31538,30027,33354,24928,39276,31059,22993,33604
26587,27205,26101,35241,31553,30241,33230,24933,39166,30608,22999,33190
26373,27252,26198,35313,31856,30701,32923,25196,38655,30220,23061,32753
26485,27534,26538,35630,32211,30492,32929,25195,38497,30050,22899,32706
26612,27701,26485,35724,32109,30476,32920,25232,38663,30067,23179,32671
26621,27763,26530,35911,32309,30407,32890,25272,38708,30017,23491,32658
25679,27743,26555,35918,32217,30293,32823,25173,38676,30027,23552,32630
26347,27080,26956,35827,32108,30300,32703,25006,38203,29990,22895,31677
26266,26255,26424,33989,31834,31392,32277,30609,40075,31210,22480,30847
25803,25987,26328,33311,31300,31791,33245,33851,38711,31673,22248,30765
25539,25983,26563,32977,31300,31858,33573,35546,39719,31716,21914,30525
25518,25972,26860,33074,31360,31930,33785,35102,39992,31630,22120,30508
25951,26059,27386,33146,31351,32163,33718,34612,40331,31605,22242,30444
26064,26100,27483,33152,31339,32251,33640,34057,40787,31677,22645,30322
26040,26125,27580,33155,31354,32243,33490,33781,40898,31575,23006,30365
25771,26221,27730,33145,31348,32065,33449,33945,40802,31517,23060,30357
25438,26329,27759,33111,31337,31978,33431,34148,40609,31544,23067,30355
25180,26379,27971,33124,31335,32000,33409,33897,40603,31582,23263,30371
24735,26448,28101,33151,31332,31998,33345,33555,40610,31530,23420,30410
25622,26464,28124,33223,31348,31937,33145,33385,40732,31615,23846,30887
26118,26335,27176,33453,31478,31652,32982,33169,40692,31126,27576,31375
26001,25928,26517,33569,31549,30118,32811,32433,40513,30160,24390,31958
25905,25948,26165,34063,31506,29392,33158,28795,39953,30052,22149,32700
26171,26797,25982,34833,31703,29842,33354,26075,39674,30325,22091,32904
26412,27031,26266,34942,31898,30225,33330,25789,39503,30121,22305,32827
26417,27044,26249,34970,31879,30273,32709,25976,39296,29844,24094,32352
25802,27044,26263,35111,31982,30151,32457,25802,39108,29780,24224,32207
25927,27419,26533,35533,31954,30064,32584,25486,39084,29717,22726,32281
25984,27590,26646,35708,32124,30570,32878,25271,39168,29647,22233,32338
25915,27684,26687,35793,32114,30507,32912,25275,38789,29549,22106,32217
26452,27056,26930,35019,31855,30312,32898,25314,38322,29812,22886,31474
25900,26450,26145,34010,31337,30746,32228,28586,40210,31008,22444,31091
26138,26135,26348,33941,31354,31338,33407,32606,39356,31405,21947,30780
26410,26257,26628,33635,31265,31566,33695,33449,39646,31524,21984,30346
26470,26360,26845,33588,31343,31656,34205,34701,39910,31770,21449,30343
26444,26445,27073,33440,31346,31638,34290,36252,39853,31835,21536,30297
25611,26515,27289,33174,31318,31578,34053,36543,39810,31819,22021,30225
25270,26563,27347,33116,31204,31527,33948,36893,39762,31841,22224,30329
25144,26665,27465,32945,31080,31566,33843,37105,39676,31880,22363,30357
25269,26763,27438,32649,31023,31609,33723,37248,39617,31881,23075,30428
25344,26781,27473,32585,30910,31634,33549,37198,39621,31888,23822,30590
26570,26704,27382,32637,30933,31706,33746,37108,39733,31810,23888,30718
26486,26139,26829,32705,30940,31477,33631,37095,40089,31901,27449,31326
26187,25851,26756,32955,31038,29809,33620,33995,40075,30611,21976,32574
25810,25684,26033,33843,31495,28617,33704,28589,39707,30206,21360,32863
25779,26558,25541,34408,31208,29173,33512,26863,39681,30884,21132,33296
26645,26925,25953,35013,31351,30310,33434,25433,39313,30351,21421,33102
26412,27206,26450,35153,31713,30389,33179,24817,39345,30197,21498,32889
26293,27399,26496,35205,31695,30487,33112,24891,38759,30078,21852,32380
26263,27373,26930,35356,31780,30457,32674,25117,38362,29913,22695,32040
26111,27475,26911,35430,31855,30503,32724,25140,38429,29676,22583,32000
26439,26930,27131,35361,31684,30608,32561,25889,38033,29845,22868,31631
25812,26282,27126,33766,31349,30664,31372,24553,39485,31349,24155,31262
26102,25921,26558,33725,31116,31236,32382,27910,40177,31780,23420,31076
25746,25920,26259,33479,30980,31500,32791,31682,39190,32138,22598,30567
25811,26102,26232,33405,30966,31871,33457,35417,39725,32326,22431,30423
25858,26200,26334,33246,31002,32017,33675,35791,39840,32408,22325,30401
25809,26233,26395,33205,30946,32054,33835,36721,39832,32454,22470,30356
25622,26317,26498,32970,30906,32095,33587,37160,39737,32445,22949,30369
25542,26416,26586,32856,30795,32019,33475,37275,39662,32437,23182,30466
25913,26486,26525,32814,30717,32026,33375,37301,39753,32490,23856,30660
26617,26149,26366,32985,30580,31729,33556,37207,39921,32518,24210,30866
26552,25829,26454,32988,30623,31213,33729,37306,39966,32500,24093,31115
26211,25600,26220,32998,30760,29860,34000,35912,39096,31664,22015,32149
25598,25430,25719,33774,31280,28747,34176,31072,38786,31297,21703,32987
25425,26123,25417,34802,30724,29053,34039,27840,39081,31596,21986,33748
26850,26595,26012,35058,30998,30349,33480,25106,39275,31303,22602,33467
26639,26960,26400,35115,31251,30433,33172,24685,39223,30814,22782,33382
26383,27154,26329,35261,31868,30502,33035,24460,38998,30773,22914,32875
26515,27223,26429,35192,31666,30638,32591,24961,38984,30239,22858,32270
26500,27360,26445,35435,31724,30783,32612,24988,38649,30222,22780,32121
26605,27483,26502,35520,31932,30757,32733,25073,38560,30036,22768,32042
26658,27484,26585,35558,31978,30465,32955,24836,37955,30173,22474,31656
26666,27005,27506,35077,31458,30269,32400,24907,38309,30489,22344,31476
25906,26403,26108,34471,32547,30754,32121,26887,40633,31745,22970,30991
25751,26190,25789,34081,31270,31420,32660,26372,40185,31528,21572,30544
25585,26233,25740,34083,31104,31536,33494,33367,38995,31762,21864,30347
26225,26402,26005,33999,31157,31670,33793,33519,39055,32060,21320,30358
26332,26491,26085,34274,31230,31755,34090,33744,39105,32280,21030,30420
26224,26598,26159,34406,31160,31800,34159,34309,39041,32407,21004,30476
25593,26480,26352,34182,31149,31854,34051,34899,39358,32403,21448,30413
25756,26450,26411,33659,30892,31909,33830,36132,39697,32459,22156,30318
26773,26396,26270,33346,30706,31988,33662,36526,39726,32436,22329,30233
26873,26374,25880,33231,30625,32041,33648,36584,39803,32399,23074,30098
27081,26376,25439,33302,30537,31955,33857,36458,40015,32283,22512,30285
27001,26066,25632,33734,30946,29976,33580,35656,40074,32231,23465,31140
26185,25525,25903,33838,31014,29181,33743,32283,39791,30781,22075,32641
26270,26000,25430,34603,31517,28884,33709,26204,39499,31468,22033,33453
27699,26948,26182,35183,31085,29995,33727,25430,39203,31293,22109,33463
27064,27050,26135,35199,31504,30040,33528,24539,39344,30804,22666,33008
27022,27132,25707,35219,31632,30122,33214,24697,39140,30510,23012,32674
26990,27344,25677,35360,31608,30203,33122,24556,39022,30416,22985,32658
27302,27459,25767,35434,31590,30344,33120,24324,38715,30255,22616,32595
27345,27727,25950,35682,31869,30667,33210,24704,38461,30238,22565,32566
27553,27886,25983,35827,32149,31000,33161,24959,38418,30089,22641,32509
27937,27890,25940,35751,31920,31095,33182,25299,38031,30208,22549,32350
28699,27851,26400,35851,32637,30237,33030,24752,37259,30395,22219,31845
28016,27082,25332,35597,33068,30596,32999,26371,37141,30968,22678,31379
26322,26723,25700,34657,31034,31290,33127,30436,37923,30959,22427,30906
26732,26344,25971,34340,31379,31578,33240,32582,38582,31413,22209,30754
26581,26278,26075,33948,31227,31742,33554,33450,38960,31398,22004,30487
26612,26337,26176,33809,31078,31863,33944,35111,39615,31556,21685,30364
26737,26442,26498,33818,31133,31924,34242,35908,39875,31675,21534,30393
26362,26493,26595,33631,31090,31882,34246,36253,39830,31643,21821,30391
25774,26522,26710,33510,31040,31819,34017,36656,39765,31654,22067,30412
25568,26555,26655,33272,30813,31804,33723,36677,39555,31798,22166,30447
25902,26602,26742,33059,30624,31839,33607,36743,39552,31815,22992,30441
26290,26609,26724,32969,30580,31910,33505,36907,39491,31748,23455,30337
26914,26600,26518,32764,30375,31900,33500,36938,39539,31817,23571,30386
26850,26545,26233,32714,30352,31802,33509,36883,39552,31788,24256,30676
26669,26372,26246,32704,30515,30189,33279,35487,39225,31120,23997,31894
26031,25838,25795,33134,30937,28780,34120,31588,38671,30647,22192,32730
25678,26356,25575,34637,31290,29021,34130,28128,39052,31354,22316,33715
26642,26745,25898,34889,30836,29780,33817,25707,38919,31085,22588,33423
26490,26575,25488,34586,31773,30142,33071,25673,39215,30645,22785,33030
26336,26581,25440,34529,31478,30542,32730,25536,39336,30241,23610,32500
26631,26816,25560,34863,31495,30254,32597,25441,38951,30061,23138,32356
26992,27385,25961,35262,31616,30531,32808,25161,38612,29950,22552,32490
27018,27577,26108,35340,31749,30657,32901,25250,38504,30018,22455,32360
26331,27460,26269,35241,31495,30898,32828,25637,37755,30082,22722,31885
26388,26970,26303,34688,30981,30865,32097,25070,38573,30168,22688,31710
25986,26213,25895,34737,31338,30716,31555,25930,38571,31579,25037,31380
26371,26137,25886,34234,30768,30799,32016,29497,38537,31660,23795,31200
26045,25939,25785,33548,30828,31917,32455,28288,39598,31772,23797,30836
26153,25972,25700,33322,30605,32183,32896,33399,39090,32261,22865,30288
26093,26056,26063,33315,30663,32349,33560,35040,39525,32460,22798,30292
26090,26135,26164,33325,30730,32382,33694,35052,39622,32420,22658,30334
26162,26234,26232,33351,30748,32392,33666,35046,39718,32335,22789,30441
25936,26279,26404,33216,30608,32367,33548,35511,39816,32342,23177,30476
25892,26395,26575,33079,30470,32462,33609,35838,39970,32373,23364,30476
26704,26452,26395,32990,30423,32430,33748,36364,39996,32471,24017,30678
26866,26303,26260,32848,30284,31788,33802,36453,40021,32734,27852,30924
26623,25716,26265,33238,30620,29932,33978,35894,39430,32675,23824,31815
25334,25352,25944,33880,30974,29041,34274,31224,38719,31165,22281,33473
25049,25979,25022,34585,31111,29211,33977,25213,38983,31863,22403,33637
26617,26622,25688,35063,31378,29781,33904,25486,38700,31366,22858,33863
26142,26623,25518,34983,31563,29763,33385,24974,38823,30844,23133,33284
26146,26664,25556,34943,31678,29830,32876,24834,38988,30493,23208,32931
26329,26938,25523,35100,31665,29755,32768,24765,38903,30415,23337,32675
26544,27076,25567,35204,31748,30071,32645,24951,38364,30240,23113,32433
26080,27255,25726,35353,31834,30167,32562,25042,38091,30016,23170,32300
26067,27404,25889,35518,31903,30177,32627,25092,38082,30079,22920,32170
26167,27432,25926,35631,32090,30079,32682,25100,38074,30021,22787,32021
26294,27390,26003,35581,31777,29733,33079,25107,37615,30662,22520,31717
27010,26807,25602,35015,31577,29740,32800,27647,37710,31132,22495,31338
26874,26443,25447,34534,30921,31527,33067,33403,38426,31761,22945,30176
26115,25821,25639,33502,30934,31866,33295,34928,39458,31617,22958,29885
26338,25730,25800,33464,30880,31944,33544,36644,39842,31872,22536,29857
26340,25766,25802,33371,30893,31877,33849,36951,39880,31880,22525,29991
26045,25835,25983,33296,30855,31883,33867,37308,39845,31900,22716,30046
26186,25866,25950,33100,30785,31871,33730,37330,39754,31988,23121,30195
26515,25892,25689,33148,30555,31809,33568,37336,39529,32015,23552,30365
26645,26007,25492,33381,30442,31874,33651,37307,39430,32092,23697,30441
26693,26021,25386,33356,30353,31704,33723,37224,39232,32293,23864,30764
26585,25899,25345,33222,30530,30269,34008,37384,38777,32355,22280,31532
26047,25537,25616,33890,31194,29345,34414,32164,38960,31605,22096,32352
25426,26059,25779,34305,31289,29244,34379,28261,38798,31164,22144,33644
26410,26404,26097,34785,30706,30275,33476,25365,38198,31543,22979,33656
27331,26956,26071,35085,31266,30477,33180,24558,38898,31107,23195,33463
26369,27198,26058,35182,31637,30343,32984,24397,38631,30654,23211,32924
26486,27305,26013,35283,31663,31013,32900,24303,38285,30711,22687,32848
27040,27410,26058,35384,32367,31012,32714,24427,38237,30409,22913,32735
27273,27589,26075,35315,31737,31139,32936,25038,37858,30180,23300,32714
27574,27664,26080,35410,32253,31227,33385,25534,37368,30132,23204,32366
27747,27451,26754,35372,31925,30926,33787,25314,37124,30202,22485,31679
26895,26894,26806,34385,31640,30502,33389,27514,39245,31552,21291,31075
26800,26443,25716,34685,30712,31889,32887,31008,38854,31690,22708,30176
26574,25975,25822,33466,30655,31993,32821,30220,39942,31655,22555,30102
26510,25936,25843,33716,30952,31983,33284,34072,39374,31736,22215,30191
26475,26047,26117,33631,30975,32147,33522,34771,39565,31870,22241,30248
26460,26132,26296,33540,30974,32282,33585,35110,39648,31876,22343,30268
26465,26186,26390,33493,30939,32310,33630,35703,39865,31963,22585,30307
26445,26279,26575,33353,30830,32223,33485,36176,40051,32039,22929,30301
26069,26384,26648,33152,30615,32098,33393,36334,40129,32041,23060,30232
26046,26456,26666,33037,30452,32066,33231,36714,40035,32042,23913,30200
26906,26551,25854,32731,30219,31970,32996,36920,39796,32194,24236,30300
27042,26556,25525,32795,30266,31960,33042,36960,39855,32213,24717,30551
27119,26489,25409,32845,30295,31237,33361,36979,39970,32146,24496,30924
26696,25982,25129,33049,30653,29840,33893,33748,39326,31245,23799,31593
25652,25657,25000,34134,31140,28764,34070,31874,39320,30750,22743,32889
25616,26069,24973,34443,30671,28715,34378,27093,39339,31179,21795,33439
26215,26645,25230,34571,31419,29661,34010,25646,38800,30720,22086,33094
26354,26865,25421,34733,31397,29862,33769,25344,38712,30544,22222,32756
26049,26746,25361,34664,31589,30208,33116,25445,38889,30258,23425,32403
26042,26748,25305,34742,31482,30166,32775,25356,38796,30189,23682,32383
25878,27225,25838,35141,31451,30350,32842,25336,38307,30013,22905,32411
25901,27381,25950,35245,31618,30411,32924,25425,37916,29940,22982,32129
25952,27477,26037,35331,31685,30298,32904,25625,37793,29759,23083,31913
26146,27226,25864,35089,31572,30347,33005,25723,37584,30147,22777,31621
26183,26666,25298,34084,32028,30170,32601,26310,39236,31661,22787,31264
26256,25826,25476,33202,30773,31880,32644,29583,39196,31985,22442,30878
26333,25890,25705,33401,30696,32133,32987,34745,39090,32435,22297,30319
26325,25982,25919,32950,30776,32255,33520,36627,39847,32484,22119,30294
25784,26045,25860,32858,30698,32258,33605,37232,39832,32537,22340,30323
25935,26119,26100,32960,30674,32238,33572,37426,39845,32572,22998,30574
26066,26126,25942,33393,30609,32092,33523,37453,39765,32552,23498,30749
26720,26226,25753,33768,30489,32050,33624,37408,39643,32686,23771,30807
26867,26086,25748,33754,30586,31814,33613,37354,39508,32849,24121,30975
26799,25877,25580,33002,30519,30725,33747,37281,39486,32957,23670,31341
26205,25497,25369,33397,30935,29363,34034,35509,39290,32430,22761,32019
25680,25858,25168,33965,31264,28715,33980,31069,38704,31601,21767,32919
27094,26607,25687,34888,30261,29746,33809,26107,38133,31614,22258,33627
27543,27062,25859,34899,31196,30029,33193,24947,38890,31422,22441,33218
26916,27278,25776,35047,31256,30112,32970,24894,38594,31150,22616,32692
26859,27364,25821,35258,31640,30377,32520,25060,38033,30731,22751,32215
26970,27486,25927,35440,31842,30886,32582,25089,37948,30676,22735,32169
27134,27570,25933,35540,31992,31058,32766,25241,37847,30506,22783,32381
27111,27708,25970,35562,31940,31174,32911,25698,37693,30680,22764,32460
27143,27746,25782,35624,32062,31210,32901,25702,37677,30542,22796,32484
27074,27769,25773,35648,32212,31213,32989,25839,37511,30403,22870,32234
26755,27549,25839,35368,31733,30524,33211,25769,36594,30991,21630,31608
