s1, s2, s3, s4, s5, s6, s7, s8, s9, s10, s11, s12
27021,26897,25493,34648,31287,31312,32774,25706,38983,31421,21588,31053
26913,26430,25358,34449,31087,31638,32794,30544,38804,31508,22394,30275
26697,26160,25609,33991,31084,31778,33595,34073,38918,31773,22280,30152
26541,26079,25656,33740,31135,31818,33674,35066,39265,31719,22154,30081
26544,26105,25813,33710,31166,31863,33970,36321,39744,31812,21971,30091
26508,26156,25918,33520,31139,31725,33941,36780,39654,31849,22040,30060
25927,26259,26035,33283,30997,31671,33901,36936,39490,31906,22322,30098
25518,26335,26099,33147,30928,31685,33729,37338,39213,31935,22448,30154
26657,26401,25874,32843,30775,31785,33649,37562,38980,31924,22809,30206
26757,26414,25620,32743,30680,31857,33628,37536,38894,31929,23148,30205
26850,26419,25480,32682,30479,31904,33705,37565,38830,31993,23070,30193
27210,26270,25349,32997,30549,30358,33861,37842,38949,31984,22681,30428
26544,25820,25657,34040,30955,29590,33980,33974,39073,31046,21984,31919
26161,26078,25572,34384,31305,29103,34189,27846,38687,31597,22294,33330
26551,26530,25683,34781,30778,29883,33602,25361,38496,31736,22571,33623
27267,27054,25792,34937,31101,29878,33460,25268,38460,30833,22962,33053
27076,27179,25798,34980,31753,30035,32994,25195,38087,30289,23130,32162
27171,27203,25760,35059,31603,30820,32523,25242,38081,30535,23029,32107
27400,27312,25861,35066,31420,30681,32555,25193,37929,30327,23020,31852
27185,27234,26015,35093,31436,31010,32414,25578,37963,30434,22488,31561
27166,26952,26576,34982,31673,30808,32146,25343,37995,30631,22664,31348
25681,26513,25735,34503,31503,31190,31985,25332,39325,31068,22523,31261
25359,26134,25445,34024,31270,32073,32820,32740,39259,32090,22079,30020
25280,25886,25680,33363,30895,32365,33592,35413,39522,32468,22274,29837
25299,25835,25951,33355,30920,32532,33697,36708,40069,32493,22336,29855
25297,25823,26206,33189,30867,32610,33672,36832,40118,32412,22725,29995
25719,25804,26578,33060,30818,32612,33485,36970,40118,32409,23004,30052
25864,25829,26741,33013,30735,32614,33421,37068,40185,32460,23838,30237
25853,25859,26951,33139,30647,32664,33568,37036,40295,32556,24133,30662
26409,25877,26932,33159,30677,31808,33556,36515,40364,32728,27609,31017
26090,25473,26375,33434,30804,30913,33705,34116,39537,31850,22259,32259
25766,25437,25626,33978,31382,29122,33820,27666,39001,30916,21903,33097
27220,26612,25928,34750,30671,30110,33597,25390,38769,31636,21956,33660
27646,26875,26062,35010,31350,30339,33470,24972,38406,31062,22121,33212
27476,27138,26111,35048,31554,30463,33400,24945,38159,30762,22314,33124
27097,27264,25872,35157,31605,30980,33307,24824,38005,30726,22160,32851
27088,27391,25778,35139,31396,31129,32839,24831,37733,30481,22219,32137
27386,27400,25905,35214,31553,30986,32744,25010,37528,30208,22242,31895
27045,27515,25885,35442,32021,31099,32750,25358,37472,30134,22143,31816
27018,27574,25962,35407,31887,31125,32843,24908,37396,30272,21872,31754
27100,27543,26189,35326,31914,30838,33133,25139,36775,30819,21835,31499
26068,26841,25784,35140,32967,30545,32827,26710,36731,30796,23026,31092
26612,26435,25535,34169,30825,31383,32810,30039,38254,31868,22726,30581
26552,25989,25518,33773,31073,31679,33116,34622,39001,31932,22728,30104
26272,25842,25721,33377,30997,31773,33383,36107,39525,32089,22598,30050
26248,25826,25796,33201,30891,31919,33597,36870,39505,32160,22812,30095
26219,25843,25946,33102,30962,31946,33514,37345,39407,32167,23013,30130
26172,25942,26091,32954,30950,31907,33455,37371,39276,32150,23252,30208
26161,26004,26138,32962,30776,31861,33315,37412,39172,32155,23628,30264
25948,26123,26139,33305,30688,31858,33242,37458,39111,32163,23721,30303
26329,26211,26026,33725,30674,31858,33190,37449,38986,32190,24350,30511
26405,26211,25951,33797,30757,31594,33145,37443,39048,32167,24488,30837
26499,26023,25563,33572,30805,30707,33408,37384,38761,32127,24124,30862
26209,25542,25331,33484,30860,30256,33714,36676,38868,31189,22349,31609
26073,25616,25325,33830,31320,29195,34067,32007,38531,30855,22316,32804
25998,26202,25422,34564,30716,29649,33511,25841,38577,30798,22158,33133
26366,26577,25575,34755,31086,30094,33397,25669,38735,30885,23036,33231
26290,26606,25470,34862,31220,30444,32989,25184,39005,30704,23451,32925
26492,26830,25694,34890,31257,30219,32738,25112,38844,30542,23487,32757
26985,27224,25881,35008,31637,30274,32699,24910,38252,30150,23296,32524
27003,27344,25839,35260,31785,30835,32833,25030,38067,30000,23401,32422
27068,27577,25860,35418,31945,30956,33006,25512,37900,29970,23500,32301
27085,27629,25903,35501,32376,30870,32976,25524,37776,29911,23417,32012
27092,27618,25857,35486,32135,30673,33230,25653,37409,30114,22957,31735
26772,27396,26356,35293,31790,29900,33307,25525,37142,30324,22515,31378
26708,26698,26542,34997,31939,30415,32694,26982,38840,30976,21810,30776
26631,26358,25573,34371,31066,31358,33271,31002,37805,31328,22120,30083
26774,26211,25753,33905,31025,31647,33865,33192,38010,31465,21926,30116
26541,26039,25902,33750,31165,31770,33969,36236,38757,31623,21902,30098
26505,26024,26040,33527,31226,31944,34118,36910,38916,31769,22098,30154
26450,26071,26170,33361,31176,31940,34101,37120,38890,31771,22241,30188
25846,26114,26147,33265,31092,31920,33947,37128,38950,31689,22436,30188
25588,26231,26196,33102,30934,31923,33777,37190,38857,31666,22713,30246
25923,26328,26264,32947,30782,31971,33718,37200,38797,31717,22772,30280
26694,26409,26242,32854,30699,32000,33546,37361,38775,31761,23330,30189
26697,26412,25690,32738,30521,31977,33465,37382,39027,31772,23675,30203
26567,26022,25461,33071,30815,30437,33370,37344,39325,31600,23856,31012
26316,25658,25612,33605,31159,29640,33860,32334,38962,30480,22336,32404
25722,25845,25224,34371,30935,29165,33694,25614,38470,31520,21925,32746
26394,26422,25544,34760,31541,29767,33769,26028,38184,30722,22209,33073
26454,26458,25496,34663,31418,29964,33400,24987,38244,30420,22739,32690
26368,26565,25504,34724,31456,30128,32698,25037,38403,30245,23051,32559
26708,26824,25461,34993,31625,30497,32567,25171,38331,30108,23158,32255
26840,26998,25616,35084,31628,30663,32538,25343,37828,29861,22928,32063
26912,27276,25743,35250,31658,30895,32810,25460,37583,29959,22738,32010
26929,27324,25790,35437,31828,30905,32725,25425,37665,29796,22750,32042
26947,27379,25835,35391,31775,30893,32965,25638,37308,30045,22809,31845
26941,27298,26076,35246,31855,29900,33063,25083,36546,30088,22820,31419
26647,26630,25521,34519,31759,30280,32550,29059,38319,30512,22161,31154
26195,26335,25362,34363,30907,31473,32688,30161,37765,31598,22428,30295
26106,26167,25588,33879,30988,31808,33330,33568,37938,31666,22050,30231
26439,26170,25846,33755,31043,31933,33636,34812,38391,31740,21823,30088
26581,26235,25997,33741,31110,32166,33944,35196,38707,31856,21837,30135
26582,26272,26230,33672,31086,32315,33923,35504,38701,31861,21948,30167
26127,26322,26370,33569,31033,32290,33831,35576,38767,31833,22278,30126
25937,26352,26522,33366,30887,32240,33538,35736,38983,31777,22904,30072
25835,26420,26393,33344,30803,32243,33393,34830,39155,31715,23102,30044
26740,26457,25479,33347,30748,32277,33294,34362,39165,31770,23325,30105
27120,26441,25323,33557,30861,31671,33508,33882,39154,31456,22690,30900
26925,25922,25673,33855,31129,29692,33560,31515,39812,30959,23374,31267
26949,26518,25687,34164,31155,29064,33841,29226,39085,30620,22477,32394
27330,27025,25700,34945,31059,30558,33671,26024,38437,30309,22160,32751
26735,27316,25747,35143,31290,30809,33510,25435,38339,30243,22310,32711
26499,27329,25720,35135,31268,31033,33244,25118,38160,30066,22620,32479
26309,27326,25715,35185,31492,31076,32499,24817,38547,30302,22990,31888
26580,26873,25403,35052,31780,31230,31903,24739,39124,30503,23447,31689
26632,26911,25399,35073,31376,31064,32069,24687,39178,30442,22746,31718
26683,26952,25570,35156,31453,30724,32180,24585,38880,30445,22477,31599
26510,26817,25604,34887,31171,30938,32192,24563,38800,30770,22839,31393
25878,26155,24777,33894,31600,31024,31301,26750,40589,32418,24975,30734
25643,25894,24978,33189,30644,32110,32356,30411,39056,32642,22944,30581
25585,25865,25047,33100,30530,32241,32815,35229,38940,32947,23077,30081
25609,25922,25180,32994,30591,32374,33329,36265,39602,33063,23076,30160
25559,25924,25310,32872,30566,32449,33280,36672,39588,33088,23639,30157
26097,25970,25309,32855,30527,32465,33150,36805,39625,33100,23909,30402
26489,25959,25177,32791,30421,32438,33158,36813,39751,33111,23959,30446
26521,26022,24752,32934,30289,32398,33401,36888,39829,33240,23615,30520
26775,26019,24442,33568,30618,32208,33473,36490,40041,33248,23246,30852
26624,25797,24632,33870,30984,29921,33312,32477,39922,31540,23052,32062
25945,26036,24876,34395,31209,29054,33395,26896,39306,31611,22425,32598
26759,26859,24905,34807,31244,29959,33275,25553,39205,31134,22057,33138
26551,26871,24807,34794,31365,30456,32989,25103,39204,31151,22523,33016
26323,26822,24835,34835,31337,30612,32718,24990,39442,30948,22865,32856
26223,26986,24773,34965,31451,30763,32616,25013,39356,30661,23052,32610
26324,27171,24800,35066,31450,31084,32366,24783,39120,30537,22858,32393
26183,27255,24941,35174,31570,31051,32192,24729,39130,30311,22798,32220
26409,27139,25038,35137,31486,31016,32022,24838,38959,30299,22888,31906
26346,27085,25175,35014,31409,31014,31995,24564,39259,30584,22627,31638
25589,26108,24782,34453,31582,31519,31230,30772,40645,31817,25507,31077
25674,25685,25075,33860,30451,31971,32318,32408,39595,32695,22645,30671
25499,25770,25112,33008,30490,32095,33270,36849,39718,32900,22621,30045
25381,25787,25268,32805,30558,32221,33491,36645,39834,32994,22640,30059
25482,25833,25665,32953,30587,32397,33575,36777,39924,33060,26373,30250
25530,25792,25759,33210,30667,32402,33374,37002,39747,32908,23473,30277
25515,25749,25792,33456,30479,32325,33321,36980,39723,32940,23778,30415
25741,25842,26030,33681,30425,32360,33393,36950,39843,32946,24060,30726
25871,25888,25876,33745,30346,32260,33454,37059,39930,32910,24148,30904
26104,25864,25380,33213,30461,31245,33333,36994,39885,32896,23899,31146
25453,25475,25226,33500,30699,30447,33436,33341,40078,31421,22550,32567
25140,25360,24856,34053,31144,29434,33292,26459,39984,31260,22268,33396
25798,26363,25729,34889,31153,31011,33115,24869,39748,31217,22079,33394
25318,26341,26005,34966,31592,31332,33001,24324,39948,31159,22172,33493
25425,26374,25732,34901,31471,31417,32762,24253,40027,30988,22703,33171
24914,26010,25906,34682,31463,31424,32244,24297,40151,30641,23377,32860
25085,26260,26152,34803,31440,31244,32205,24158,40079,30540,22945,32837
25339,26944,25930,35225,31731,31221,32265,24060,39572,30286,22562,32864
25300,27205,25783,35368,31669,31195,32331,24179,39592,30364,22664,32703
25415,27280,25793,35396,31650,31245,32208,24133,39484,30259,22435,32604
25685,27148,25986,35230,31302,31204,32045,25357,38604,30310,23351,32254
25341,26218,26190,34595,31010,31392,31849,23755,39451,30999,23735,31820
24472,25830,26533,34302,31098,30931,30769,24350,39431,31591,24675,31472
24519,25560,26359,33805,30457,31142,31614,31295,39468,32106,24526,31453
24980,25762,25905,33246,30362,31552,31680,28884,39881,32221,24428,30473
25103,25920,25921,33416,30412,32004,32824,34717,39407,32852,23373,30170
25100,26027,25849,33399,30489,32280,33138,35307,39800,32890,23350,30124
25322,26142,25676,33360,30510,32392,33120,34785,40020,32820,23284,30168
25520,26203,25564,33338,30457,32535,32907,34173,40331,32736,23464,30207
25631,26260,25660,33299,30367,32589,32858,34497,40508,32721,23681,30254
25936,26289,25897,33178,30243,32568,32871,34560,40591,32699,24484,30499
26063,26237,26051,33108,30215,32419,32957,34239,40596,32858,25078,31123
25842,25823,26058,33287,30432,30600,33196,33008,39968,31066,24825,31840
25269,25404,25004,33925,30678,29875,33194,29404,39926,30656,23155,33054
25105,25648,24678,34271,30880,29469,33336,25437,39813,31654,22435,33736
26031,26449,24934,34628,31304,30585,33087,25277,39360,31393,22618,33378
25916,26765,25136,34746,31197,30718,33065,25107,39065,30809,22743,32878
26012,26926,25147,34910,31203,30995,32851,24820,38956,30805,22679,32690
26222,27055,24963,34929,31084,31076,32257,25074,38718,30580,22861,32306
25620,27040,25592,35231,31420,30995,32065,24862,38470,30099,23264,31981
25049,26905,25992,35010,31191,31050,31954,26318,37933,30296,23461,31832
24957,26759,25751,34951,31060,31174,31951,25442,38266,30344,23317,31886
24954,26484,25980,34891,31444,31185,31778,26211,37756,30676,23869,31527
24488,25855,25973,33940,31257,30716,31335,25246,39714,31765,22783,31455
25828,25994,25276,34257,30658,30938,32184,28306,39087,31947,22511,31067
26121,26191,24961,34255,30900,30593,32780,30736,38758,32505,22793,30379
26054,26139,24796,33853,30687,30769,33384,36525,39194,32787,22487,30111
26487,26413,24641,33835,30763,31265,33532,36538,39001,33040,22444,30182
27544,26643,24805,33872,30853,31455,33498,36726,38308,33305,23352,30314
28175,26686,25950,33809,30790,31257,33250,37167,37325,33641,24047,30347
29010,26688,26073,33294,30522,30554,33090,37562,37096,33755,24118,30312
27535,26749,25896,33046,30487,30744,33028,37952,37185,33831,24356,30307
28336,26756,25292,32619,30411,31400,32964,38176,37586,33820,24511,30313
27997,26654,24806,32265,30307,31821,32996,37903,37964,33830,24559,30251
27593,26604,24420,32167,30309,31924,32993,37878,38667,33791,24826,30233
27469,26583,24247,32099,30231,32011,32914,37860,38701,33687,25189,30190
27276,26468,23998,32097,30164,32009,32877,37738,38667,33508,25057,30189
26882,26324,23901,32243,30153,31625,33106,37608,38002,32993,24017,31092
26422,25875,24114,33241,30528,30135,33852,33478,38826,32124,22936,31739
25825,25881,24150,34138,30418,29758,33683,32122,39235,31876,22865,32470
26310,26299,24208,34478,30549,30175,33104,30298,39637,31740,23403,32973
25988,26899,24565,35050,30918,30240,32886,27661,39999,31300,23338,32928
25500,27014,24579,35097,30903,30315,32775,27376,40015,31305,23426,32764
25383,27033,24541,35185,31412,30826,32396,27960,39629,31053,23728,32163
25511,27160,24694,35171,31267,30951,32146,28220,39442,31080,23705,32106
25780,26926,24712,35116,31008,31127,31879,27978,39253,30817,23904,31722
26000,26918,24854,35169,31432,30918,32015,28322,39165,30653,23440,31665
26018,27054,25035,35292,31408,30687,32249,28223,38805,30700,23289,31593
25874,26592,25014,34729,31091,30986,31740,27564,39050,31136,24350,31189
26107,26364,24723,34586,30606,31452,31360,27361,40016,31258,24245,31186
25864,25855,24746,33943,30891,31861,31820,31764,39899,31593,24541,30799
25956,25869,24745,33640,30618,31964,32456,32661,39996,32115,23245,30331
25944,25889,24779,33594,30637,32177,33106,34769,40503,32356,22832,30073
25936,26005,25019,33527,30685,32512,33261,36112,40456,32467,22877,30078
25869,26078,25192,33450,30647,32610,33234,36040,40496,32377,23000,30152
25875,26111,25282,33414,30602,32705,32930,35288,40789,32332,23515,30309
25943,26172,25428,33380,30532,32736,32810,34880,41014,32288,23608,30358
26065,26242,25357,33375,30488,32769,32822,34680,41085,32300,23456,30411
26144,26292,25346,33398,30448,32867,32815,34115,41249,32237,23494,30440
26195,26328,25230,33374,30398,32850,32816,33365,41300,32213,23497,30508
25699,26135,24949,33409,30382,32741,32726,33099,41250,32236,23755,31061
25848,25903,24984,33658,30495,31935,32488,32370,40448,31286,23561,31916
25447,25612,24750,34151,31067,30253,32890,29941,40173,30742,22478,32412
25397,26137,24350,34329,31021,30022,32915,28279,40201,31260,21737,32931
25466,26213,24336,34461,31400,31084,32877,27301,39929,30830,22375,32689
25617,26230,24284,34429,31201,30983,32658,27425,39796,30922,22795,32654
25795,26598,24317,34464,31206,30945,32558,27247,39713,30776,23385,32453
25896,26861,24698,34906,31387,30945,32262,26982,39385,30384,23562,32209
26121,27240,24775,35151,31448,31044,32097,26598,39188,30198,23260,32130
25896,27167,24685,35148,31458,31098,32137,26464,38793,30150,23070,31906
25809,27081,24589,35060,31403,31244,31952,26457,38875,30280,23395,31817
26096,26938,24725,35013,31319,31229,31709,26278,38794,30395,23438,31691
26165,26530,24778,34595,31294,31371,31332,26354,38580,31042,23522,31297
25809,26255,24550,34267,31000,31360,32003,32514,38873,31823,23129,30959
25899,26331,24441,34110,30804,31566,32381,30323,39003,31999,22744,30399
26178,26308,24416,34007,30846,31705,33033,33889,38961,32190,22688,30206
26324,26303,24448,33894,30809,31945,33398,34801,39394,32458,22475,30194
26262,26331,24593,33648,30735,31978,33508,35805,39814,32571,22468,30147
25967,26363,24659,33546,30710,31970,33562,36741,39787,32628,22925,30118
25833,26404,24858,33195,30606,31957,33106,37074,39660,32612,23558,30143
25827,26483,24784,32966,30510,31894,32919,37180,39590,32630,23908,30242
25859,26532,24781,32923,30458,31854,32830,37248,39543,32654,24292,30359
26046,26577,24814,32868,30424,31774,32654,37338,39574,32667,24599,30460
26270,26520,24653,32774,30398,31730,32630,37356,39603,32675,25734,30673
26340,26480,24480,32761,30451,31332,32611,37131,39842,32392,24853,30829
26103,26076,24467,33041,30563,30567,32555,33874,39957,31939,24585,31263
25590,25632,24552,33957,30869,30060,32847,33015,39745,31501,22881,32317
25681,25954,24318,34333,30635,29724,32826,27699,39692,31626,22045,32896
26662,26920,24431,34923,31117,31135,32575,26263,39688,31262,22144,32823
26525,26938,24496,34922,31204,31095,32417,26316,39605,31149,22935,32590
26530,27022,24574,34960,31005,30957,32029,26288,39390,31040,23380,32357
26484,27107,24560,35044,31317,30971,31878,26251,38915,30830,23804,32089
26258,26970,24452,34831,31345,31029,31770,26703,38580,30646,23901,31617
26250,26948,24444,34868,31356,31076,31620,26539,38651,30939,24029,31476
25691,26264,24373,34006,31144,31371,31207,26041,39118,31644,25048,31233
25744,25977,24320,34123,30480,31422,31241,27048,40101,31958,23583,30947
25719,25965,24280,34061,30805,31690,32105,30887,39585,32400,23191,30585
25725,25980,24299,33574,30703,31953,32557,33919,39676,32476,23094,30363
25632,25967,24376,33495,30708,32032,32816,34403,40183,32648,22869,30037
25616,25994,24525,33366,30736,32196,33173,35635,40357,32806,22680,29900
25595,26089,24796,33283,30715,32215,33311,36485,40323,32878,22674,29938
25646,26288,24903,33183,30668,32157,33197,36853,40235,32833,23338,29995
25648,26372,24895,32985,30425,32031,32832,37245,40150,32886,24196,30138
25842,26439,25187,32813,30363,32033,32692,37307,40126,32886,24457,30200
26040,26443,25325,32828,30360,32047,32733,37349,40164,32933,24689,30385
26239,26449,25273,32945,30347,32064,32772,37235,40212,32876,28141,30720
26533,26453,25198,33035,30326,31909,32981,37282,40378,32910,28264,30798
26532,25990,24894,33021,30324,31110,32902,35673,39860,32601,24628,31570
26526,25755,24492,33799,30720,29124,33292,33562,39410,31174,22698,32637
26400,26235,24221,34416,30972,29748,33301,29952,39502,31203,22112,32824
26188,26279,24108,34380,30934,30050,32923,28174,39536,30880,23470,32742
26095,26086,24188,34149,31137,30895,32550,27985,39613,30717,23948,32617
25822,26048,24339,34162,31056,31298,32123,28156,39610,30564,24122,32278
25810,26076,24404,34132,31018,31407,31969,28133,39682,30605,24195,32445
25733,26049,24508,34218,31000,31362,31978,28286,39488,30574,24127,32380
25842,26309,24623,34437,31126,31138,31994,28172,39382,30524,23969,32239
25995,26473,24640,34606,31233,31090,31971,27521,39262,30482,23735,32139
25646,26476,25045,34776,31280,31274,31636,27393,39750,30851,23933,32101
25253,25911,24638,34290,31110,31337,31800,27112,40175,31295,23149,31558
25350,25882,24267,34028,31097,31485,32637,31765,40010,32201,22496,30491
25550,26135,24404,34063,30883,31656,33888,34692,39377,32568,22002,30415
25332,26284,24645,34101,30844,31708,34150,35461,39745,32699,21572,30355
24964,26215,24908,34032,30908,31586,33895,36862,39769,32712,22443,30274
24405,26214,25785,33539,30870,31544,33410,37462,39466,32835,22973,30360
24240,26187,25823,33205,30627,31481,33273,37481,39116,32738,23983,30369
24392,26165,25717,33047,30535,31437,33039,37707,38912,32757,24592,30446
24951,26153,25382,33060,30250,30461,33064,37786,38767,32763,25071,30541
26665,25948,25612,33323,30081,30009,32974,37639,38619,33115,25751,30737
28649,26142,25994,33333,29538,28835,32863,37612,38682,34395,26139,30984
29637,26314,26476,32900,29618,27244,32826,37834,38389,34956,26213,31124
29649,26458,26443,33421,30053,27059,32737,37168,38466,34463,26083,31157
30081,26642,25991,33917,30526,28113,32259,32130,39669,32786,24796,32028
30511,26951,25491,34962,30708,28215,32690,29277,39209,32333,23581,32270
29662,27162,25451,35139,30820,28051,32958,28981,39108,31928,23255,32575
29351,27191,25472,35252,30996,27953,33127,28813,39048,31871,22921,32579
28378,27271,25315,35401,31143,27962,33045,28748,39042,31853,22985,32634
27499,27290,25093,35410,31234,27964,32865,28676,39115,31669,23412,32545
27385,27293,25053,35473,31342,27925,32397,28953,39115,31301,24246,32493
27726,27473,25020,35537,31326,28359,32711,28890,39020,31345,24492,32523
27470,27465,24826,35580,31913,28369,32735,29109,38561,30949,24708,32235
27145,27379,25017,35358,31032,28667,32712,29650,38043,30758,24685,31851
27149,26600,24579,33738,29699,30072,32450,26907,40046,30846,23520,31238
27030,26503,24184,34649,30554,31547,32834,27223,39995,32265,22643,30396
26886,26434,24085,34050,30455,31670,33021,33995,39236,32239,22867,30034
26763,26396,24170,33856,30520,31689,33377,34865,39484,32378,22750,29960
26576,26441,24185,33774,30596,31711,33354,36387,39394,32430,22844,29891
26704,26475,24377,33697,30558,31753,33150,36820,39373,32517,23343,30004
26757,26536,24157,33481,30332,31649,32976,36902,39280,32532,23609,30018
26991,26560,23959,33360,30170,31395,32915,36749,39241,32409,23961,29889
27029,26593,23818,33203,30072,31134,32875,36726,39156,32472,24200,29867
27004,26607,23972,33167,30070,31210,32877,36661,39211,32473,24412,29858
26891,26602,24022,33155,30065,31205,32802,36323,39525,32268,24300,29847
26705,26435,23907,33201,30191,30755,32376,33406,40306,32157,25070,30232
25878,25904,24462,33416,30431,29774,32399,32753,40396,31725,24703,31287
25553,25727,24341,33594,30593,29089,32942,30645,39372,31637,22555,32356
25947,25978,24154,33908,30524,29687,32969,27695,39243,31378,22661,32522
26468,26396,24386,34185,31001,29828,32877,27638,39225,31203,23004,32155
26474,26493,24430,34277,30943,29818,32570,27661,38910,30904,24016,31802
26563,26641,24557,34581,31003,29866,32372,27290,38869,30820,24149,31808
26773,27075,24851,35001,31210,29961,32460,26588,38780,30731,23380,31893
26895,27219,24807,35132,31431,30111,32408,26541,38440,30618,23428,31754
27428,27374,25081,35127,31386,30703,32486,26333,38003,30574,23060,31696
27472,27291,25082,35015,31294,30672,32608,26203,37879,30715,22519,31283
26821,26966,25017,34401,31179,30449,32108,27081,38253,31162,22768,31062
26557,26596,24222,34640,30810,31484,32702,30226,38592,31552,22577,30470
26666,26520,23842,33955,31107,31434,32776,29450,39239,31884,22124,29990
26668,26466,23834,33882,30745,31521,33376,34464,39165,32071,22075,29815
26745,26460,23764,33730,30624,31587,33792,35467,39824,32238,21831,29838
26744,26360,23779,33602,30655,31605,33784,36012,39746,32367,22065,29874
26740,26341,23795,33384,30525,31552,33496,36755,39513,32563,22570,29855
26804,26259,23565,32849,30262,31363,33231,37206,39241,32628,22871,29856
26814,26165,23491,32601,30149,31057,33097,37348,39100,32762,23927,29892
26788,26022,23672,33451,30226,30250,32923,37523,38956,32846,24985,30112
26726,25842,24191,33595,30370,29923,32620,37238,38881,32811,25393,30291
26535,25691,24200,33590,30329,29764,32678,36964,38959,32830,25276,30691
26428,25584,24074,33235,30372,29310,33305,33601,39294,32127,22236,31799
